"","ID","module_label","module_color"
"71916","TraesCSU02G049900","ME32","brown"
"71917","TraesCSU02G050000","ME91","deeppink"
"71918","TraesCSU02G050100","ME140","brown"
"71919","TraesCSU02G050200","ME165","green3"
"71920","TraesCSU02G050600","ME81","darkmagenta"
"71921","TraesCSU02G050700","ME121","brown"
"71922","TraesCSU02G051600","ME42","salmon"
"71923","TraesCSU02G051700","ME125","brown"
"71924","TraesCSU02G051800","ME19","mistyrose"
"71925","TraesCSU02G051900","ME111","royalblue"
"71926","TraesCSU02G052100","ME15","indianred1"
"71927","TraesCSU02G052600","ME133","magenta4"
"71928","TraesCSU02G052700","ME177","magenta4"
"71929","TraesCSU02G052900","ME47","brown"
"71930","TraesCSU02G053300","ME28","salmon2"
"71931","TraesCSU02G053400","ME156","salmon2"
"71932","TraesCSU02G053500","ME51","antiquewhite4"
"71933","TraesCSU02G053600","ME113","firebrick2"
"71934","TraesCSU02G053700","ME49","antiquewhite4"
"71935","TraesCSU02G053800","ME69","deeppink"
"71936","TraesCSU02G054000","ME76","brown"
"71937","TraesCSU02G054100","ME58","ivory"
"71938","TraesCSU02G054200","ME64","salmon"
"71939","TraesCSU02G054300","ME35","lightsteelblue1"
"71940","TraesCSU02G054452","ME70","orangered4"
"71941","TraesCSU02G054500","ME29","antiquewhite4"
"71942","TraesCSU02G054600","ME157","darkred"
"71943","TraesCSU02G054700","ME21","antiquewhite4"
"71944","TraesCSU02G055100","ME73","brown"
"71945","TraesCSU02G055800","ME57","brown"
"71946","TraesCSU02G055900","ME181","darkolivegreen"
"71947","TraesCSU02G056000","ME34","paleturquoise"
"71948","TraesCSU02G056200","ME56","darkred"
"71949","TraesCSU02G056300","ME179","darkolivegreen"
"71950","TraesCSU02G056700","ME5","antiquewhite4"
"71951","TraesCSU02G056800","ME120","orange"
"71952","TraesCSU02G056900","ME178","cyan"
"71953","TraesCSU02G057000","ME90","lightsteelblue"
"71954","TraesCSU02G057100","ME101","lightsteelblue"
"71955","TraesCSU02G057200","ME39","lightsteelblue"
"71956","TraesCSU02G057300","ME149","lightsteelblue"
"71957","TraesCSU02G057400","ME53","brown"
"71958","TraesCSU02G057700","ME55","antiquewhite4"
"71959","TraesCSU02G058000","ME45","antiquewhite4"
"71960","TraesCSU02G058100","ME14","darkmagenta"
"71961","TraesCSU02G058200","ME107","antiquewhite4"
"71962","TraesCSU02G058500","ME162","darkred"
"71963","TraesCSU02G058700","ME17","chocolate2"
"71964","TraesCSU02G059200","ME78","lightsteelblue1"
"71965","TraesCSU02G059300","ME13","lightcyan1"
"71966","TraesCSU02G059400","ME43","antiquewhite4"
"71967","TraesCSU02G059500","ME48","antiquewhite1"
"71968","TraesCSU02G059700","ME129","brown"
"71969","TraesCSU02G060400","ME25","brown"
"71970","TraesCSU02G060600","ME37","brown"
"71971","TraesCSU02G060700","ME65","ivory"
"71972","TraesCSU02G060900","ME12","darkviolet"
"71973","TraesCSU02G061200","ME77","darkseagreen"
"71974","TraesCSU02G061400","ME1","mediumpurple"
"71975","TraesCSU02G061700","ME82","antiquewhite4"
"71976","TraesCSU02G061800","ME20","brown"
"71977","TraesCSU02G061900","ME150","antiquewhite4"
"71978","TraesCSU02G062000","ME50","antiquewhite4"
"71979","TraesCSU02G062100","ME68","palevioletred1"
"71980","TraesCSU02G062500","ME97","brown"
"71981","TraesCSU02G063000","ME163","cyan"
"71982","TraesCSU02G063100","ME31","paleturquoise"
"71983","TraesCSU02G063400","ME119","antiquewhite4"
"71984","TraesCSU02G063500","ME27","darkred"
"71985","TraesCSU02G063700","ME167","darkmagenta"
"71986","TraesCSU02G063800","ME100","darkmagenta"
"71987","TraesCSU02G064100","ME139","orange"
"71988","TraesCSU02G064200","ME96","brown"
"71989","TraesCSU02G064400","ME103","honeydew1"
"71990","TraesCSU02G064500","ME122","deeppink"
"71991","TraesCSU02G064600","ME32","tan"
"71992","TraesCSU02G064700","ME91","brown"
"71993","TraesCSU02G064800","ME140","antiquewhite4"
"71994","TraesCSU02G064900","ME165","firebrick4"
"71995","TraesCSU02G065100","ME81","darkred"
"71996","TraesCSU02G065200","ME121","brown3"
"71997","TraesCSU02G065300","ME42","antiquewhite4"
"71998","TraesCSU02G065700","ME125","antiquewhite4"
"71999","TraesCSU02G065800","ME19","cornsilk"
"72000","TraesCSU02G065900","ME111","antiquewhite4"
"72001","TraesCSU02G066000","ME15","mediumpurple1"
"72002","TraesCSU02G066200","ME133","orangered4"
"72003","TraesCSU02G066700","ME177","brown"
"72004","TraesCSU02G067000","ME47","darkseagreen"
"72005","TraesCSU02G067300","ME28","darkviolet"
"72006","TraesCSU02G067400","ME156","darkseagreen"
"72007","TraesCSU02G067600","ME51","orange"
"72008","TraesCSU02G067800","ME113","darkseagreen"
"72009","TraesCSU02G068100","ME49","darkseagreen"
"72010","TraesCSU02G068200","ME69","tan"
"72011","TraesCSU02G068300","ME76","darkseagreen"
"72012","TraesCSU02G068400","ME58","chocolate2"
"72013","TraesCSU02G068500","ME64","darkseagreen"
"72014","TraesCSU02G068600","ME35","darkseagreen"
"72015","TraesCSU02G068700","ME70","darkseagreen"
"72016","TraesCSU02G068800","ME29","darkseagreen"
"72017","TraesCSU02G068900","ME157","darkseagreen"
"72018","TraesCSU02G069000","ME21","antiquewhite4"
"72019","TraesCSU02G069100","ME73","darkolivegreen"
"72020","TraesCSU02G069500","ME57","brown"
"72021","TraesCSU02G070900","ME181","honeydew1"
"72022","TraesCSU02G071000","ME34","antiquewhite4"
"72023","TraesCSU02G071100","ME56","lightblue4"
"72024","TraesCSU02G071200","ME179","green3"
"72025","TraesCSU02G071300","ME5","darkred"
"72026","TraesCSU02G071400","ME120","coral3"
"72027","TraesCSU02G072000","ME178","darkmagenta"
"72028","TraesCSU02G072600","ME90","darkviolet"
"72029","TraesCSU02G072700","ME101","brown"
"72030","TraesCSU02G072800","ME39","firebrick4"
"72031","TraesCSU02G073200","ME149","darkolivegreen"
"72032","TraesCSU02G073300","ME53","salmon"
"72033","TraesCSU02G073400","ME55","ivory"
"72034","TraesCSU02G073700","ME45","darkmagenta"
"72035","TraesCSU02G074700","ME14","plum4"
"72036","TraesCSU02G075000","ME107","darkolivegreen"
"72037","TraesCSU02G075200","ME162","antiquewhite4"
"72038","TraesCSU02G075300","ME17","magenta4"
"72039","TraesCSU02G075500","ME78","lightsteelblue1"
"72040","TraesCSU02G075600","ME13","brown"
"72041","TraesCSU02G075700","ME43","orange"
"72042","TraesCSU02G075800","ME48","antiquewhite4"
"72043","TraesCSU02G076000","ME129","brown"
"72044","TraesCSU02G076100","ME25","brown"
"72045","TraesCSU02G076200","ME37","tan"
"72046","TraesCSU02G076300","ME65","brown"
"72047","TraesCSU02G076400","ME12","brown"
"72048","TraesCSU02G076500","ME77","lightsteelblue1"
"72049","TraesCSU02G076900","ME1","antiquewhite4"
"72050","TraesCSU02G077000","ME82","lightsteelblue1"
"72051","TraesCSU02G077100","ME20","grey60"
"72052","TraesCSU02G077200","ME150","royalblue"
"72053","TraesCSU02G077300","ME50","antiquewhite4"
"72054","TraesCSU02G077400","ME68","brown"
"72055","TraesCSU02G077800","ME97","pink4"
"72056","TraesCSU02G077900","ME163","orange"
"72057","TraesCSU02G078000","ME31","maroon"
"72058","TraesCSU02G078100","ME119","deeppink"
"72059","TraesCSU02G078400","ME27","coral3"
"72060","TraesCSU02G078600","ME167","darkseagreen"
"72061","TraesCSU02G078700","ME100","salmon"
"72062","TraesCSU02G078800","ME139","darkviolet"
"72063","TraesCSU02G079200","ME96","plum2"
"72064","TraesCSU02G079300","ME103","brown"
"72065","TraesCSU02G079400","ME122","brown"
"72066","TraesCSU02G079500","ME32","darkseagreen"
"72067","TraesCSU02G079600","ME91","darkolivegreen"
"72068","TraesCSU02G079700","ME140","darkseagreen"
"72069","TraesCSU02G079800","ME165","sienna3"
"72070","TraesCSU02G079900","ME81","coral3"
"72071","TraesCSU02G080300","ME121","darkred"
"72072","TraesCSU02G080400","ME42","palevioletred1"
"72073","TraesCSU02G080500","ME125","antiquewhite4"
"72074","TraesCSU02G080600","ME19","antiquewhite4"
"72075","TraesCSU02G080700","ME111","darkred"
"72076","TraesCSU02G081000","ME15","antiquewhite4"
"72077","TraesCSU02G081100","ME133","darkslateblue"
"72078","TraesCSU02G081200","ME177","lightpink2"
"72079","TraesCSU02G081300","ME47","honeydew1"
"72080","TraesCSU02G081500","ME28","lightsteelblue1"
"72081","TraesCSU02G081600","ME156","orangered3"
"72082","TraesCSU02G081700","ME51","magenta3"
"72083","TraesCSU02G081800","ME113","orangered4"
"72084","TraesCSU02G081900","ME49","orangered4"
"72085","TraesCSU02G082000","ME69","orangered4"
"72086","TraesCSU02G082100","ME76","magenta4"
"72087","TraesCSU02G082700","ME58","green4"
"72088","TraesCSU02G082800","ME64","brown"
"72089","TraesCSU02G082900","ME35","orangered3"
"72090","TraesCSU02G083000","ME70","darkmagenta"
"72091","TraesCSU02G083200","ME29","antiquewhite4"
"72092","TraesCSU02G083300","ME157","orangered1"
"72093","TraesCSU02G083400","ME21","plum2"
"72094","TraesCSU02G083500","ME73","antiquewhite4"
"72095","TraesCSU02G084100","ME57","pink4"
"72096","TraesCSU02G084200","ME181","brown"
"72097","TraesCSU02G084300","ME34","cyan"
"72098","TraesCSU02G085300","ME56","cyan"
"72099","TraesCSU02G085400","ME179","palevioletred1"
"72100","TraesCSU02G086500","ME5","darkred"
"72101","TraesCSU02G086600","ME120","firebrick2"
"72102","TraesCSU02G086700","ME178","pink4"
"72103","TraesCSU02G086800","ME90","aliceblue"
"72104","TraesCSU02G086900","ME101","orange"
"72105","TraesCSU02G087000","ME39","brown"
"72106","TraesCSU02G087100","ME149","brown"
"72107","TraesCSU02G087700","ME53","plum2"
"72108","TraesCSU02G087800","ME55","orangered3"
"72109","TraesCSU02G087900","ME45","plum2"
"72110","TraesCSU02G088000","ME14","pink4"
"72111","TraesCSU02G088100","ME107","salmon"
"72112","TraesCSU02G089500","ME162","ivory"
"72113","TraesCSU02G089563","ME17","antiquewhite4"
"72114","TraesCSU02G089700","ME78","firebrick4"
"72115","TraesCSU02G089705","ME13","antiquewhite4"
"72116","TraesCSU02G090000","ME43","antiquewhite4"
"72117","TraesCSU02G090200","ME48","firebrick4"
"72118","TraesCSU02G090205","ME129","tan"
"72119","TraesCSU02G090400","ME25","chocolate2"
"72120","TraesCSU02G090500","ME37","brown"
"72121","TraesCSU02G091600","ME65","mediumpurple1"
"72122","TraesCSU02G091900","ME12","coral3"
"72123","TraesCSU02G092000","ME77","brown"
"72124","TraesCSU02G092100","ME1","brown"
"72125","TraesCSU02G092300","ME82","antiquewhite4"
"72126","TraesCSU02G092400","ME20","brown"
"72127","TraesCSU02G092500","ME150","lightpink2"
"72128","TraesCSU02G092900","ME50","cyan"
"72129","TraesCSU02G093000","ME68","darkolivegreen"
"72130","TraesCSU02G093100","ME97","brown"
"72131","TraesCSU02G093300","ME163","darkseagreen"
"72132","TraesCSU02G093700","ME31","mediumpurple1"
"72133","TraesCSU02G093800","ME119","antiquewhite4"
"72134","TraesCSU02G094000","ME27","orangered3"
"72135","TraesCSU02G094900","ME167","orange"
"72136","TraesCSU02G095000","ME100","darkred"
"72137","TraesCSU02G095400","ME139","bisque4"
"72138","TraesCSU02G096500","ME96","cyan"
"72139","TraesCSU02G096600","ME103","deeppink"
"72140","TraesCSU02G096900","ME122","antiquewhite4"
"72141","TraesCSU02G097100","ME32","antiquewhite4"
"72142","TraesCSU02G097400","ME91","lightpink2"
"72143","TraesCSU02G097600","ME140","paleturquoise"
"72144","TraesCSU02G097700","ME165","royalblue"
"72145","TraesCSU02G097800","ME81","brown"
"72146","TraesCSU02G097900","ME121","blue1"
"72147","TraesCSU02G098000","ME42","antiquewhite4"
"72148","TraesCSU02G098300","ME125","darkseagreen"
"72149","TraesCSU02G098400","ME19","antiquewhite4"
"72150","TraesCSU02G098500","ME111","brown"
"72151","TraesCSU02G098600","ME15","antiquewhite4"
"72152","TraesCSU02G098700","ME133","aliceblue"
"72153","TraesCSU02G098900","ME177","green3"
"72154","TraesCSU02G099100","ME47","honeydew1"
"72155","TraesCSU02G099400","ME28","lightcyan1"
"72156","TraesCSU02G099500","ME156","pink4"
"72157","TraesCSU02G099700","ME51","darkolivegreen"
"72158","TraesCSU02G099800","ME113","brown"
"72159","TraesCSU02G099900","ME49","brown"
"72160","TraesCSU02G100500","ME69","brown"
"72161","TraesCSU02G100600","ME76","brown"
"72162","TraesCSU02G100700","ME58","brown"
"72163","TraesCSU02G100800","ME64","brown"
"72164","TraesCSU02G100900","ME35","brown"
"72165","TraesCSU02G101000","ME70","antiquewhite4"
"72166","TraesCSU02G101200","ME29","green3"
"72167","TraesCSU02G101300","ME157","salmon"
"72168","TraesCSU02G101400","ME21","salmon"
"72169","TraesCSU02G101500","ME73","salmon"
"72170","TraesCSU02G101700","ME57","brown"
"72171","TraesCSU02G102000","ME181","salmon"
"72172","TraesCSU02G102200","ME34","brown"
"72173","TraesCSU02G102500","ME56","magenta3"
"72174","TraesCSU02G103700","ME179","lightpink2"
"72175","TraesCSU02G103800","ME5","chocolate2"
"72176","TraesCSU02G104100","ME120","darkred"
"72177","TraesCSU02G104200","ME178","plum2"
"72178","TraesCSU02G104300","ME90","salmon"
"72179","TraesCSU02G104400","ME101","magenta4"
"72180","TraesCSU02G104500","ME39","darkred"
"72181","TraesCSU02G104600","ME149","antiquewhite4"
"72182","TraesCSU02G104700","ME53","tan"
"72183","TraesCSU02G104800","ME55","darkred"
"72184","TraesCSU02G104900","ME45","firebrick2"
"72185","TraesCSU02G105100","ME14","brown"
"72186","TraesCSU02G105200","ME107","mediumpurple1"
"72187","TraesCSU02G105300","ME162","cyan"
"72188","TraesCSU02G105400","ME17","lightpink2"
"72189","TraesCSU02G105500","ME78","cyan"
"72190","TraesCSU02G105600","ME13","cyan"
"72191","TraesCSU02G105700","ME43","cyan"
"72192","TraesCSU02G105800","ME48","cyan"
"72193","TraesCSU02G105900","ME129","cyan"
"72194","TraesCSU02G106000","ME25","darkseagreen"
"72195","TraesCSU02G106100","ME37","cyan"
"72196","TraesCSU02G106300","ME65","cyan"
"72197","TraesCSU02G106400","ME12","cyan"
"72198","TraesCSU02G106600","ME77","lightpink4"
"72199","TraesCSU02G107100","ME1","pink4"
"72200","TraesCSU02G107200","ME82","antiquewhite4"
"72201","TraesCSU02G107300","ME20","brown"
"72202","TraesCSU02G107500","ME150","brown"
"72203","TraesCSU02G107600","ME50","antiquewhite4"
"72204","TraesCSU02G107700","ME68","darkred"
"72205","TraesCSU02G107990","ME97","darkorange2"
"72206","TraesCSU02G108100","ME163","pink4"
"72207","TraesCSU02G108800","ME31","brown"
"72208","TraesCSU02G108900","ME119","antiquewhite4"
"72209","TraesCSU02G109000","ME27","darkred"
"72210","TraesCSU02G109200","ME167","darkolivegreen"
"72211","TraesCSU02G109300","ME100","brown"
"72212","TraesCSU02G109700","ME139","brown"
"72213","TraesCSU02G109900","ME96","antiquewhite4"
"72214","TraesCSU02G110000","ME103","orangered3"
"72215","TraesCSU02G110100","ME122","darkolivegreen2"
"72216","TraesCSU02G110200","ME32","darkred"
"72217","TraesCSU02G110300","ME91","antiquewhite4"
"72218","TraesCSU02G110400","ME140","antiquewhite4"
"72219","TraesCSU02G110500","ME165","firebrick4"
"72220","TraesCSU02G110600","ME81","lightpink2"
"72221","TraesCSU02G110700","ME121","plum2"
"72222","TraesCSU02G110800","ME42","brown"
"72223","TraesCSU02G111100","ME125","brown"
"72224","TraesCSU02G111200","ME19","orangered4"
"72225","TraesCSU02G111300","ME111","brown"
"72226","TraesCSU02G111400","ME15","antiquewhite4"
"72227","TraesCSU02G111700","ME133","antiquewhite4"
"72228","TraesCSU02G111800","ME177","brown"
"72229","TraesCSU02G111900","ME47","orangered4"
"72230","TraesCSU02G112000","ME28","orangered4"
"72231","TraesCSU02G112100","ME156","ivory"
"72232","TraesCSU02G112400","ME51","brown"
"72233","TraesCSU02G112500","ME113","lightcyan1"
"72234","TraesCSU02G113400","ME49","magenta4"
"72235","TraesCSU02G113600","ME69","antiquewhite4"
"72236","TraesCSU02G113700","ME76","antiquewhite4"
"72237","TraesCSU02G113800","ME58","orangered3"
"72238","TraesCSU02G113900","ME64","antiquewhite4"
"72239","TraesCSU02G114000","ME35","darkred"
"72240","TraesCSU02G114100","ME70","darkred"
"72241","TraesCSU02G114200","ME29","antiquewhite4"
"72242","TraesCSU02G114600","ME157","lightpink2"
"72243","TraesCSU02G114800","ME21","chocolate2"
"72244","TraesCSU02G114900","ME73","antiquewhite4"
"72245","TraesCSU02G115000","ME57","green3"
"72246","TraesCSU02G115100","ME181","lightpink2"
"72247","TraesCSU02G115200","ME34","antiquewhite4"
"72248","TraesCSU02G115300","ME56","brown"
"72249","TraesCSU02G115400","ME179","darkviolet"
"72250","TraesCSU02G115600","ME5","antiquewhite4"
"72251","TraesCSU02G115700","ME120","lightsteelblue1"
"72252","TraesCSU02G115800","ME178","blue3"
"72253","TraesCSU02G115900","ME90","antiquewhite4"
"72254","TraesCSU02G116100","ME101","darkred"
"72255","TraesCSU02G116400","ME39","grey60"
"72256","TraesCSU02G116500","ME149","antiquewhite4"
"72257","TraesCSU02G116600","ME53","green3"
"72258","TraesCSU02G116700","ME55","mediumpurple"
"72259","TraesCSU02G117000","ME45","antiquewhite4"
"72260","TraesCSU02G117100","ME14","darkred"
"72261","TraesCSU02G117200","ME107","orangered3"
"72262","TraesCSU02G117300","ME162","brown"
"72263","TraesCSU02G117600","ME17","ivory"
"72264","TraesCSU02G117700","ME78","antiquewhite4"
"72265","TraesCSU02G117800","ME13","darkred"
"72266","TraesCSU02G117900","ME43","darkolivegreen"
"72267","TraesCSU02G118000","ME48","royalblue"
"72268","TraesCSU02G118100","ME129","brown"
"72269","TraesCSU02G118200","ME25","lightpink4"
"72270","TraesCSU02G118300","ME37","ivory"
"72271","TraesCSU02G118400","ME65","brown"
"72272","TraesCSU02G118500","ME12","antiquewhite4"
"72273","TraesCSU02G118600","ME77","maroon"
"72274","TraesCSU02G118700","ME1","brown"
"72275","TraesCSU02G118800","ME82","salmon"
"72276","TraesCSU02G118900","ME20","darkred"
"72277","TraesCSU02G119200","ME150","aliceblue"
"72278","TraesCSU02G119600","ME50","lightpink2"
"72279","TraesCSU02G119700","ME68","brown"
"72280","TraesCSU02G120100","ME97","palevioletred1"
"72281","TraesCSU02G120800","ME163","darkred"
"72282","TraesCSU02G120900","ME31","ivory"
"72283","TraesCSU02G121200","ME119","darkred"
"72284","TraesCSU02G121300","ME27","orangered4"
"72285","TraesCSU02G121400","ME167","brown"
"72286","TraesCSU02G121500","ME100","pink4"
"72287","TraesCSU02G121600","ME139","antiquewhite4"
"72288","TraesCSU02G121700","ME96","darkred"
"72289","TraesCSU02G121800","ME103","maroon"
"72290","TraesCSU02G121900","ME122","lightsteelblue1"
"72291","TraesCSU02G122000","ME32","brown"
"72292","TraesCSU02G122100","ME91","brown"
"72293","TraesCSU02G122500","ME140","bisque4"
"72294","TraesCSU02G122600","ME165","antiquewhite4"
"72295","TraesCSU02G122800","ME81","bisque4"
"72296","TraesCSU02G122900","ME121","orange"
"72297","TraesCSU02G123200","ME42","brown"
"72298","TraesCSU02G123300","ME125","firebrick4"
"72299","TraesCSU02G123400","ME19","antiquewhite4"
"72300","TraesCSU02G123900","ME111","royalblue3"
"72301","TraesCSU02G124000","ME15","darkred"
"72302","TraesCSU02G124200","ME133","lightpink4"
"72303","TraesCSU02G124300","ME177","deeppink"
"72304","TraesCSU02G124900","ME47","brown"
"72305","TraesCSU02G125000","ME28","firebrick2"
"72306","TraesCSU02G125100","ME156","antiquewhite4"
"72307","TraesCSU02G125200","ME51","grey60"
"72308","TraesCSU02G125500","ME113","grey60"
"72309","TraesCSU02G125700","ME49","brown"
"72310","TraesCSU02G126000","ME69","darkseagreen"
"72311","TraesCSU02G126100","ME76","royalblue"
"72312","TraesCSU02G126200","ME58","antiquewhite2"
"72313","TraesCSU02G126300","ME64","magenta1"
"72314","TraesCSU02G126500","ME35","sienna3"
"72315","TraesCSU02G126700","ME70","honeydew1"
"72316","TraesCSU02G126800","ME29","firebrick4"
"72317","TraesCSU02G126900","ME157","antiquewhite4"
"72318","TraesCSU02G127000","ME21","antiquewhite4"
"72319","TraesCSU02G127100","ME73","antiquewhite4"
"72320","TraesCSU02G127200","ME57","darkred"
"72321","TraesCSU02G127300","ME181","antiquewhite4"
"72322","TraesCSU02G127500","ME34","skyblue"
"72323","TraesCSU02G127600","ME56","antiquewhite4"
"72324","TraesCSU02G127800","ME179","darkred"
"72325","TraesCSU02G127900","ME5","brown"
"72326","TraesCSU02G128000","ME120","green3"
"72327","TraesCSU02G128100","ME178","brown"
"72328","TraesCSU02G128200","ME90","brown"
"72329","TraesCSU02G128300","ME101","lightpink2"
"72330","TraesCSU02G128400","ME39","plum2"
"72331","TraesCSU02G128500","ME149","orangered4"
"72332","TraesCSU02G128600","ME53","royalblue"
"72333","TraesCSU02G128700","ME55","mediumpurple"
"72334","TraesCSU02G128800","ME45","brown"
"72335","TraesCSU02G128900","ME14","cyan"
"72336","TraesCSU02G129000","ME107","orangered4"
"72337","TraesCSU02G129100","ME162","brown"
"72338","TraesCSU02G129500","ME17","brown"
"72339","TraesCSU02G129600","ME78","darkseagreen"
"72340","TraesCSU02G129700","ME13","antiquewhite4"
"72341","TraesCSU02G129800","ME43","darkred"
"72342","TraesCSU02G129900","ME48","brown"
"72343","TraesCSU02G130000","ME129","antiquewhite4"
"72344","TraesCSU02G130100","ME25","antiquewhite4"
"72345","TraesCSU02G130300","ME37","brown"
"72346","TraesCSU02G130400","ME65","antiquewhite4"
"72347","TraesCSU02G130500","ME12","brown"
"72348","TraesCSU02G130600","ME77","plum3"
"72349","TraesCSU02G131100","ME1","lightpink2"
"72350","TraesCSU02G131300","ME82","brown"
"72351","TraesCSU02G131400","ME20","lightcyan1"
"72352","TraesCSU02G131600","ME150","sienna3"
"72353","TraesCSU02G131800","ME50","green3"
"72354","TraesCSU02G131900","ME68","darkslateblue"
"72355","TraesCSU02G132000","ME97","antiquewhite4"
"72356","TraesCSU02G132200","ME163","darkolivegreen"
"72357","TraesCSU02G132300","ME31","antiquewhite4"
"72358","TraesCSU02G132400","ME119","brown"
"72359","TraesCSU02G133000","ME27","paleturquoise"
"72360","TraesCSU02G133100","ME167","lightpink4"
"72361","TraesCSU02G133200","ME100","magenta3"
"72362","TraesCSU02G133300","ME139","brown"
"72363","TraesCSU02G133400","ME96","antiquewhite4"
"72364","TraesCSU02G133600","ME103","brown"
"72365","TraesCSU02G134100","ME122","blue2"
"72366","TraesCSU02G134200","ME32","lightblue3"
"72367","TraesCSU02G134400","ME91","antiquewhite4"
"72368","TraesCSU02G134600","ME140","brown"
"72369","TraesCSU02G134800","ME165","darkred"
"72370","TraesCSU02G134900","ME81","brown"
"72371","TraesCSU02G135000","ME121","antiquewhite4"
"72372","TraesCSU02G135100","ME42","antiquewhite4"
"72373","TraesCSU02G135200","ME125","brown"
"72374","TraesCSU02G135400","ME19","palevioletred1"
"72375","TraesCSU02G135500","ME111","brown"
"72376","TraesCSU02G136000","ME15","firebrick2"
"72377","TraesCSU02G136100","ME133","lightpink2"
"72378","TraesCSU02G136300","ME177","lightpink2"
"72379","TraesCSU02G136600","ME47","magenta4"
"72380","TraesCSU02G136700","ME28","grey60"
"72381","TraesCSU02G136800","ME156","brown"
"72382","TraesCSU02G136900","ME51","coral4"
"72383","TraesCSU02G137100","ME113","deeppink"
"72384","TraesCSU02G137200","ME49","brown"
"72385","TraesCSU02G137300","ME69","green3"
"72386","TraesCSU02G137400","ME76","blue1"
"72387","TraesCSU02G137700","ME58","blue3"
"72388","TraesCSU02G137800","ME64","brown"
"72389","TraesCSU02G137900","ME35","darkorange2"
"72390","TraesCSU02G138000","ME70","darkviolet"
"72391","TraesCSU02G138200","ME29","paleturquoise"
"72392","TraesCSU02G138400","ME157","salmon"
"72393","TraesCSU02G138500","ME21","darkseagreen"
"72394","TraesCSU02G138600","ME73","antiquewhite4"
"72395","TraesCSU02G138700","ME57","darkred"
"72396","TraesCSU02G138800","ME181","brown"
"72397","TraesCSU02G138900","ME34","antiquewhite4"
"72398","TraesCSU02G139200","ME56","orange"
"72399","TraesCSU02G139300","ME179","antiquewhite4"
"72400","TraesCSU02G139400","ME5","darkred"
"72401","TraesCSU02G139500","ME120","darkolivegreen"
"72402","TraesCSU02G139600","ME178","antiquewhite4"
"72403","TraesCSU02G139700","ME90","darkseagreen"
"72404","TraesCSU02G139900","ME101","skyblue"
"72405","TraesCSU02G140000","ME39","lightcyan1"
"72406","TraesCSU02G140100","ME149","magenta3"
"72407","TraesCSU02G140200","ME53","magenta3"
"72408","TraesCSU02G140300","ME55","brown"
"72409","TraesCSU02G140400","ME45","darkorange2"
"72410","TraesCSU02G140500","ME14","antiquewhite"
"72411","TraesCSU02G140600","ME107","darkorange2"
"72412","TraesCSU02G140700","ME162","orange"
"72413","TraesCSU02G140900","ME17","brown"
"72414","TraesCSU02G141300","ME78","darkseagreen"
"72415","TraesCSU02G141500","ME13","darkred"
"72416","TraesCSU02G141600","ME43","blue2"
"72417","TraesCSU02G141700","ME48","lavenderblush3"
"72418","TraesCSU02G141800","ME129","brown"
"72419","TraesCSU02G142100","ME25","brown"
"72420","TraesCSU02G142200","ME37","lightblue3"
"72421","TraesCSU02G142400","ME65","darkred"
"72422","TraesCSU02G142500","ME12","brown"
"72423","TraesCSU02G142600","ME77","orange"
"72424","TraesCSU02G142700","ME1","darkred"
"72425","TraesCSU02G143200","ME82","orangered3"
"72426","TraesCSU02G143700","ME20","darkred"
"72427","TraesCSU02G143800","ME150","antiquewhite4"
"72428","TraesCSU02G143900","ME50","lightpink2"
"72429","TraesCSU02G144500","ME68","brown"
"72430","TraesCSU02G144600","ME97","brown"
"72431","TraesCSU02G144800","ME163","brown"
"72432","TraesCSU02G145000","ME31","lightpink4"
"72433","TraesCSU02G145100","ME119","green3"
"72434","TraesCSU02G145200","ME27","darkred"
"72435","TraesCSU02G145300","ME167","brown"
"72436","TraesCSU02G145400","ME100","antiquewhite4"
"72437","TraesCSU02G145500","ME139","lightsteelblue1"
"72438","TraesCSU02G145600","ME96","brown"
"72439","TraesCSU02G145700","ME103","ivory"
"72440","TraesCSU02G146300","ME122","green3"
"72441","TraesCSU02G146600","ME32","brown"
"72442","TraesCSU02G147000","ME91","skyblue"
"72443","TraesCSU02G147100","ME140","darkred"
"72444","TraesCSU02G147200","ME165","antiquewhite4"
"72445","TraesCSU02G147400","ME81","deeppink"
"72446","TraesCSU02G147500","ME121","deeppink"
"72447","TraesCSU02G147600","ME42","mediumorchid4"
"72448","TraesCSU02G147700","ME125","mediumorchid4"
"72449","TraesCSU02G147800","ME19","aliceblue"
"72450","TraesCSU02G147900","ME111","antiquewhite4"
"72451","TraesCSU02G148700","ME15","firebrick2"
"72452","TraesCSU02G149100","ME133","honeydew1"
"72453","TraesCSU02G149200","ME177","lightblue3"
"72454","TraesCSU02G149400","ME47","antiquewhite4"
"72455","TraesCSU02G149500","ME28","orange"
"72456","TraesCSU02G149800","ME156","orange"
"72457","TraesCSU02G150100","ME51","darkred"
"72458","TraesCSU02G150500","ME113","lightsteelblue1"
"72459","TraesCSU02G151200","ME49","salmon2"
"72460","TraesCSU02G151300","ME69","orange"
"72461","TraesCSU02G151400","ME76","aliceblue"
"72462","TraesCSU02G151600","ME58","orangered4"
"72463","TraesCSU02G151700","ME64","aliceblue"
"72464","TraesCSU02G151900","ME35","royalblue"
"72465","TraesCSU02G151939","ME70","mediumpurple"
"72466","TraesCSU02G152000","ME29","brown"
"72467","TraesCSU02G152100","ME157","darkolivegreen2"
