"seqname","source","feature","start","end","score","strand","frame","attribute","gene_id","description","go_term"
"chr6A","IWGSC_v1.1_201706","gene",549537599,549540310,"52","-",".","ID=TraesCS6A02G313000;previous_id=TraesCS6A01G313000;Name=TraesCS6A02G313000;primconf=HC","TraesCS6A02G313000","","gene silencing by RNA-directed DNA methylation"
"chr6A","IWGSC_v1.1_201706","gene",549643507,549645047,"50","+",".","ID=TraesCS6A02G313200;previous_id=TraesCS6A01G313200;Name=TraesCS6A02G313200;primconf=HC","TraesCS6A02G313200","","hydrolase activity"
"chr6A","IWGSC_v1.1_201706","gene",550064107,550065598,"45","-",".","ID=TraesCS6A02G313300;previous_id=TraesCS6A01G313300;Name=TraesCS6A02G313300;primconf=HC","TraesCS6A02G313300","",""
"chr6A","IWGSC_v1.1_201706","gene",550070638,550078607,"62","+",".","ID=TraesCS6A02G313400;previous_id=TraesCS6A01G313400;Name=TraesCS6A02G313400;primconf=HC","TraesCS6A02G313400","","metal ion binding; proteolysis; catalytic activity"
"chr6A","IWGSC_v1.1_201706","gene",550079398,550079868,"46","-",".","ID=TraesCS6A02G313500;previous_id=TraesCS6A01G313500;Name=TraesCS6A02G313500;primconf=HC","TraesCS6A02G313500","",""
"chr6A","IWGSC_v1.1_201706","gene",550279873,550283112,"63","+",".","ID=TraesCS6A02G313600;previous_id=TraesCS6A01G313600;Name=TraesCS6A02G313600;primconf=HC","TraesCS6A02G313600","","protein binding"
"chr6A","IWGSC_v1.1_201706","gene",550283429,550288586,"60","-",".","ID=TraesCS6A02G313700;previous_id=TraesCS6A01G313700;Name=TraesCS6A02G313700;primconf=HC","TraesCS6A02G313700","","peptidyl-prolyl cis-trans isomerase activity; protein folding; protein peptidyl-prolyl isomerization; protein binding"
"chr6A","IWGSC_v1.1_201706","gene",550637111,550643896,"60","-",".","ID=TraesCS6A02G313800;previous_id=TraesCS6A01G313800;Name=TraesCS6A02G313800;primconf=HC","TraesCS6A02G313800","Short vegetative phase [Source:UniProtKB/TrEMBL;Acc:A0A1D6ABV4]","DNA-binding transcription factor activity; DNA-templated transcription; nucleus; DNA binding; regulation of DNA-templated transcription; protein dimerization activity; positive regulation of transcription by RNA polymerase II; RNA polymerase II transcription regulatory region sequence-specific DNA binding; cell differentiation; flower development; RNA polymerase II cis-regulatory region sequence-specific DNA binding; regulation of transcription by RNA polymerase II; DNA-binding transcription factor activity, RNA polymerase II-specific"
"chr6A","IWGSC_v1.1_201706","gene",550723165,550724436,"33","-",".","ID=TraesCS6A02G313900;previous_id=TraesCS6A01G313900;Name=TraesCS6A02G313900;primconf=HC","TraesCS6A02G313900","",""
"chr6A","IWGSC_v1.1_201706","gene",550730106,550732129,"55","+",".","ID=TraesCS6A02G314000;previous_id=TraesCS6A01G314000;Name=TraesCS6A02G314000;primconf=HC","TraesCS6A02G314000","",""
"chr6A","IWGSC_v1.1_201706","gene",550732566,550738491,"54","+",".","ID=TraesCS6A02G314100;previous_id=TraesCS6A01G314100;Name=TraesCS6A02G314100;primconf=HC","TraesCS6A02G314100","Peptidylprolyl isomerase [Source:UniProtKB/TrEMBL;Acc:A0A1D6A799]","peptidyl-prolyl cis-trans isomerase activity"
"chr6A","IWGSC_v1.1_201706","gene",550739460,550744786,"63","+",".","ID=TraesCS6A02G314200;previous_id=TraesCS6A01G314200;Name=TraesCS6A02G314200;primconf=HC","TraesCS6A02G314200","","nucleic acid binding; 3'-5' exonuclease activity; nucleobase-containing compound metabolic process"
"chr6A","IWGSC_v1.1_201706","gene",550746569,550750185,"53","-",".","ID=TraesCS6A02G314300;previous_id=TraesCS6A01G314300;Name=TraesCS6A02G314300;primconf=HC","TraesCS6A02G314300","","ATP binding; protein kinase activity; protein phosphorylation; protein binding"
"chr6A","IWGSC_v1.1_201706","gene",550954842,550964512,"60","-",".","ID=TraesCS6A02G314400;previous_id=TraesCS6A01G314400;Name=TraesCS6A02G314400;primconf=HC","TraesCS6A02G314400","",""
"chr6A","IWGSC_v1.1_201706","gene",551087015,551089549,"61","+",".","ID=TraesCS6A02G314500;previous_id=TraesCS6A01G314500;Name=TraesCS6A02G314500;primconf=HC","TraesCS6A02G314500","","cytoplasm; nucleus"
"chr6A","IWGSC_v1.1_201706","gene",551090557,551092326,"62","-",".","ID=TraesCS6A02G314600;previous_id=TraesCS6A01G314600;Name=TraesCS6A02G314600;primconf=HC","TraesCS6A02G314600","","thylakoid"
"chr6A","IWGSC_v1.1_201706","gene",551095364,551099484,"62","-",".","ID=TraesCS6A02G314700;previous_id=TraesCS6A01G314700;Name=TraesCS6A02G314700;primconf=HC","TraesCS6A02G314700","","protein dimerization activity; mitochondrion; cytidine to uridine editing; cobalt ion binding; mitochondrial mRNA modification"
"chr6A","IWGSC_v1.1_201706","gene",551102331,551105475,"62","+",".","ID=TraesCS6A02G314800;previous_id=TraesCS6A01G314800;Name=TraesCS6A02G314800;primconf=HC","TraesCS6A02G314800","","protein binding"
"chr6A","IWGSC_v1.1_201706","gene",551638314,551642311,"62","+",".","ID=TraesCS6A02G314900;previous_id=TraesCS6A01G314900;Name=TraesCS6A02G314900;primconf=HC","TraesCS6A02G314900","","nucleus"
"chr6A","IWGSC_v1.1_201706","gene",551648814,551652417,"55","+",".","ID=TraesCS6A02G315000;previous_id=TraesCS6A01G315000;Name=TraesCS6A02G315000;primconf=HC","TraesCS6A02G315000","",""
"chr6A","IWGSC_v1.1_201706","gene",551655304,551655992,"55","-",".","ID=TraesCS6A02G315100;previous_id=TraesCS6A01G315100;Name=TraesCS6A02G315100;primconf=HC","TraesCS6A02G315100","",""
"chr6A","IWGSC_v1.1_201706","gene",551834610,551837285,"48","+",".","ID=TraesCS6A02G315200;previous_id=TraesCS6A01G315200;Name=TraesCS6A02G315200;primconf=HC","TraesCS6A02G315200","SNW/SKI-interacting protein [Source:Projected from Arabidopsis thaliana (AT1G77180) UniProtKB/Swiss-Prot;Acc:O80653]","nucleolus; mRNA splicing, via spliceosome; spliceosomal complex; response to abscisic acid; positive regulation of DNA-templated transcription; response to salt stress; regulation of circadian rhythm; regulation of photoperiodism, flowering; positive regulation of response to water deprivation; positive regulation of response to salt stress; pre-mRNA binding; response to mannitol; vegetative to reproductive phase transition of meristem"
"chr6A","IWGSC_v1.1_201706","gene",551864181,551867361,"62","-",".","ID=TraesCS6A02G315300;previous_id=TraesCS6A01G315300;Name=TraesCS6A02G315300;primconf=HC","TraesCS6A02G315300","",""
"chr6A","IWGSC_v1.1_201706","gene",551977765,551984390,"54","-",".","ID=TraesCS6A02G315400;Name=TraesCS6A02G315400;curating_team=IWGSC_steinn;manually_curated=yes;derived_from=TraesCS6A01G315400,PPRFinder_1272;primconf=HC","TraesCS6A02G315400","","protein binding"
"chr6A","IWGSC_v1.1_201706","gene",552207928,552208833,"41","+",".","ID=TraesCS6A02G315500;previous_id=TraesCS6A01G315500;Name=TraesCS6A02G315500;primconf=HC","TraesCS6A02G315500","",""
"chr6A","IWGSC_v1.1_201706","gene",552207978,552209195,"50","-",".","ID=TraesCS6A02G315600;previous_id=TraesCS6A01G315600;Name=TraesCS6A02G315600;primconf=HC","TraesCS6A02G315600","",""
"chr6A","IWGSC_v1.1_201706","gene",552264503,552266467,"52","+",".","ID=TraesCS6A02G315700;previous_id=TraesCS6A01G315700;Name=TraesCS6A02G315700;primconf=HC","TraesCS6A02G315700","","protein dimerization activity"
"chr6A","IWGSC_v1.1_201706","gene",552484357,552485599,"62","+",".","ID=TraesCS6A02G315800;previous_id=TraesCS6A01G315800;Name=TraesCS6A02G315800;primconf=HC","TraesCS6A02G315800","","electron transfer activity"
"chr6A","IWGSC_v1.1_201706","gene",552590877,552591386,"56","+",".","ID=TraesCS6A02G315900;previous_id=TraesCS6A01G315900;Name=TraesCS6A02G315900;primconf=HC","TraesCS6A02G315900","",""
"chr6A","IWGSC_v1.1_201706","gene",552712972,552713694,"60","+",".","ID=TraesCS6A02G316000;previous_id=TraesCS6A01G316000;Name=TraesCS6A02G316000;primconf=HC","TraesCS6A02G316000","",""
"chr6A","IWGSC_v1.1_201706","gene",552738515,552746418,"61","-",".","ID=TraesCS6A02G316100;previous_id=TraesCS6A01G316100;Name=TraesCS6A02G316100;primconf=HC","TraesCS6A02G316100","",""
"chr6A","IWGSC_v1.1_201706","gene",552757781,552758829,"62","-",".","ID=TraesCS6A02G316200;previous_id=TraesCS6A01G316200;Name=TraesCS6A02G316200;primconf=HC","TraesCS6A02G316200","","response to heat; response to osmotic stress"
"chr6A","IWGSC_v1.1_201706","gene",552759123,552763942,"59","+",".","ID=TraesCS6A02G316300;previous_id=TraesCS6A01G316300;Name=TraesCS6A02G316300;primconf=HC","TraesCS6A02G316300","","nucleic acid binding; RNA binding"
"chr6A","IWGSC_v1.1_201706","gene",552832089,552833700,"62","-",".","ID=TraesCS6A02G316400;previous_id=TraesCS6A01G316400;Name=TraesCS6A02G316400;primconf=HC","TraesCS6A02G316400","",""
"chr6A","IWGSC_v1.1_201706","gene",552986693,552987292,"36","+",".","ID=TraesCS6A02G316500;previous_id=TraesCS6A01G316500;Name=TraesCS6A02G316500;primconf=HC","TraesCS6A02G316500","",""
"chr6A","IWGSC_v1.1_201706","gene",553003172,553004778,"60","-",".","ID=TraesCS6A02G316600;previous_id=TraesCS6A01G316600;Name=TraesCS6A02G316600;primconf=HC","TraesCS6A02G316600","",""
"chr6A","IWGSC_v1.1_201706","gene",553054686,553056164,"60","+",".","ID=TraesCS6A02G316700;previous_id=TraesCS6A01G316700;Name=TraesCS6A02G316700;primconf=HC","TraesCS6A02G316700","",""
"chr6A","IWGSC_v1.1_201706","gene",553058769,553060365,"60","+",".","ID=TraesCS6A02G316800;previous_id=TraesCS6A01G316800;Name=TraesCS6A02G316800;primconf=HC","TraesCS6A02G316800","",""
"chr6A","IWGSC_v1.1_201706","gene",553100181,553101363,"60","+",".","ID=TraesCS6A02G316900;previous_id=TraesCS6A01G316900;Name=TraesCS6A02G316900;primconf=HC","TraesCS6A02G316900","",""
"chr6A","IWGSC_v1.1_201706","gene",553188524,553189022,"60","+",".","ID=TraesCS6A02G317000;previous_id=TraesCS6A01G317000;Name=TraesCS6A02G317000;primconf=HC","TraesCS6A02G317000","","stomatal complex development"
"chr6A","IWGSC_v1.1_201706","gene",553433164,553433723,"43","-",".","ID=TraesCS6A02G317100;previous_id=TraesCS6A01G317100;Name=TraesCS6A02G317100;primconf=HC","TraesCS6A02G317100","",""
"chr6A","IWGSC_v1.1_201706","gene",553571172,553571807,"33","-",".","ID=TraesCS6A02G317300;previous_id=TraesCS6A01G317300;Name=TraesCS6A02G317300;primconf=HC","TraesCS6A02G317300","",""
"chr6A","IWGSC_v1.1_201706","gene",553741586,553742095,".","+",".","ID=TraesCS6A02G317401;Note= TRIAE_CS42_6AL_TGACv1_471255_AA1505690%2Cnon-specific lipid transfer protein;Name=TraesCS6A02G317401;curating_team=IWGSC_appelsr;manually_curated=yes;derived_from=chr6A.gene18","TraesCS6A02G317401","",""
"chr6A","IWGSC_v1.1_201706","gene",553745060,553745509,".","+",".","ID=TraesCS6A02G317403;Note=TRIAE_CS42_6AL_TGACv1_471255_AA1505700%2Cnon-specific lipid transfer protein;Name=TraesCS6A02G317403;curating_team=IWGSC_appelsr;manually_curated=yes;derived_from=chr6A.gene19","TraesCS6A02G317403","","lipid binding; lipid transport"
"chr6A","IWGSC_v1.1_201706","gene",553758191,553759150,"46","+",".","ID=TraesCS6A02G317400;previous_id=TraesCS6A01G317400;Name=TraesCS6A02G317400;primconf=HC","TraesCS6A02G317400","",""
"chr6A","IWGSC_v1.1_201706","gene",553765687,553766887,"45","-",".","ID=TraesCS6A02G317500;previous_id=TraesCS6A01G317500;Name=TraesCS6A02G317500;primconf=HC","TraesCS6A02G317500","","hexosyltransferase activity; UDP-glycosyltransferase activity"
"chr6A","IWGSC_v1.1_201706","gene",553911639,553913442,"63","-",".","ID=TraesCS6A02G317600;previous_id=TraesCS6A01G317600;Name=TraesCS6A02G317600;primconf=HC","TraesCS6A02G317600","Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D6A7M8]","hexosyltransferase activity; UDP-glycosyltransferase activity"
"chr6A","IWGSC_v1.1_201706","gene",553925933,553927835,"63","+",".","ID=TraesCS6A02G317700;previous_id=TraesCS6A01G317700;Name=TraesCS6A02G317700;primconf=HC","TraesCS6A02G317700","Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D6A7M9]","hexosyltransferase activity; UDP-glycosyltransferase activity"
"chr6A","IWGSC_v1.1_201706","gene",554103482,554104491,"41","+",".","ID=TraesCS6A02G317800;previous_id=TraesCS6A01G317800;Name=TraesCS6A02G317800;primconf=HC","TraesCS6A02G317800","",""
"chr6A","IWGSC_v1.1_201706","gene",554302742,554304357,"42","-",".","ID=TraesCS6A02G318000;previous_id=TraesCS6A01G318000;Name=TraesCS6A02G318000;primconf=HC","TraesCS6A02G318000","",""
"chr6A","IWGSC_v1.1_201706","gene",554302814,554304531,"63","+",".","ID=TraesCS6A02G317900;previous_id=TraesCS6A01G317900;Name=TraesCS6A02G317900;primconf=HC","TraesCS6A02G317900","Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D6ABJ8]","hexosyltransferase activity; UDP-glycosyltransferase activity"
"chr6A","IWGSC_v1.1_201706","gene",554304674,554310340,"61","-",".","ID=TraesCS6A02G318100;previous_id=TraesCS6A01G318100;Name=TraesCS6A02G318100;primconf=HC","TraesCS6A02G318100","","nucleic acid binding; RNA binding"
"chr6A","IWGSC_v1.1_201706","gene",554455986,554459453,"37","-",".","ID=TraesCS6A02G318200;previous_id=TraesCS6A01G318200;Name=TraesCS6A02G318200;primconf=HC","TraesCS6A02G318200","","tetrahydrobiopterin biosynthetic process; 4-alpha-hydroxytetrahydrobiopterin dehydratase activity"
"chr6A","IWGSC_v1.1_201706","gene",554459596,554462505,"61","+",".","ID=TraesCS6A02G318300;previous_id=TraesCS6A01G318300;Name=TraesCS6A02G318300;primconf=HC","TraesCS6A02G318300","Lysine-specific histone demethylase 1 homolog 1 [Source:Projected from Arabidopsis thaliana (AT1G62830) UniProtKB/Swiss-Prot;Acc:Q8VXV7]","oxidoreductase activity; nucleus; DNA binding; histone deacetylation; root development; histone H3-K4 methylation; protein binding"
"chr6A","IWGSC_v1.1_201706","gene",554508465,554514416,"62","+",".","ID=TraesCS6A02G318400;previous_id=TraesCS6A01G318400;Name=TraesCS6A02G318400;primconf=HC","TraesCS6A02G318400","","methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity"
"chr6A","IWGSC_v1.1_201706","gene",554515996,554518836,"62","+",".","ID=TraesCS6A02G318500;previous_id=TraesCS6A01G318500;Name=TraesCS6A02G318500;primconf=HC","TraesCS6A02G318500","",""
"chr6A","IWGSC_v1.1_201706","gene",554521043,554522290,"42","-",".","ID=TraesCS6A02G318600;previous_id=TraesCS6A01G318600;Name=TraesCS6A02G318600;primconf=HC","TraesCS6A02G318600","",""
"chr6A","IWGSC_v1.1_201706","gene",554691644,554693293,"62","-",".","ID=TraesCS6A02G318700;previous_id=TraesCS6A01G318700;Name=TraesCS6A02G318700;primconf=HC","TraesCS6A02G318700","",""
"chr6A","IWGSC_v1.1_201706","gene",554693550,554700939,"62","-",".","ID=TraesCS6A02G318800;previous_id=TraesCS6A01G318800;Name=TraesCS6A02G318800;primconf=HC","TraesCS6A02G318800","Outer envelope protein 64, mitochondrial [Source:Projected from Arabidopsis thaliana (AT5G09420) UniProtKB/Swiss-Prot;Acc:F4KCL7]","GO_0016021; mitochondrion; amidase activity; protein targeting to mitochondrion; protein binding"
"chr6A","IWGSC_v1.1_201706","gene",554715852,554717284,"62","+",".","ID=TraesCS6A02G318900;previous_id=TraesCS6A01G318900;Name=TraesCS6A02G318900;primconf=HC","TraesCS6A02G318900","","DNA binding"
"chr6A","IWGSC_v1.1_201706","gene",554787164,554788757,"62","+",".","ID=TraesCS6A02G319000;previous_id=TraesCS6A01G319000;Name=TraesCS6A02G319000;primconf=HC","TraesCS6A02G319000","","DNA binding"
"chr6A","IWGSC_v1.1_201706","gene",554789233,554792868,"62","-",".","ID=TraesCS6A02G319100;previous_id=TraesCS6A01G319100;Name=TraesCS6A02G319100;primconf=HC","TraesCS6A02G319100","AT5G65220 protein [Source:Projected from Arabidopsis thaliana (AT5G65220) UniProtKB/TrEMBL;Acc:B9DH43]","structural constituent of ribosome; translation; ribosome; nucleoid; chloroplast stroma; chloroplast envelope"
"chr6A","IWGSC_v1.1_201706","gene",554818165,554823223,"63","+",".","ID=TraesCS6A02G319200;previous_id=TraesCS6A01G319200;Name=TraesCS6A02G319200;primconf=HC","TraesCS6A02G319200","DIS3-like exonuclease 2 [Source:UniProtKB/TrEMBL;Acc:A0A341WMP6]","RNA binding; 3'-5'-exoribonuclease activity; ribonuclease activity; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'"
"chr6A","IWGSC_v1.1_201706","gene",554824227,554826095,"49","+",".","ID=TraesCS6A02G319300;previous_id=TraesCS6A01G319300;Name=TraesCS6A02G319300;primconf=HC","TraesCS6A02G319300","Alpha-amylase [Source:UniProtKB/TrEMBL;Acc:A0A341WKH0]","carbohydrate metabolic process; calcium ion binding; alpha-amylase activity; cation binding"
"chr6A","IWGSC_v1.1_201706","gene",554832631,554836590,"55","-",".","ID=TraesCS6A02G319400;previous_id=TraesCS6A01G319400;Name=TraesCS6A02G319400;primconf=HC","TraesCS6A02G319400","","protein binding"
"chr6A","IWGSC_v1.1_201706","gene",554855518,554856668,"54","+",".","ID=TraesCS6A02G319500;previous_id=TraesCS6A01G319500;Name=TraesCS6A02G319500;primconf=HC","TraesCS6A02G319500","","DNA-binding transcription factor activity; DNA-templated transcription; nucleus; DNA binding; regulation of DNA-templated transcription; ethylene-activated signaling pathway"
"chr6A","IWGSC_v1.1_201706","gene",555088987,555089748,"42","+",".","ID=TraesCS6A02G319600;previous_id=TraesCS6A01G319600;Name=TraesCS6A02G319600;primconf=HC","TraesCS6A02G319600","","DNA-binding transcription factor activity; DNA binding; regulation of DNA-templated transcription; ethylene-activated signaling pathway"
"chr6A","IWGSC_v1.1_201706","gene",555109037,555111180,"62","+",".","ID=TraesCS6A02G319700;previous_id=TraesCS6A01G319700;Name=TraesCS6A02G319700;primconf=HC","TraesCS6A02G319700","Chlorophyll a-b binding protein, chloroplastic [Source:UniProtKB/TrEMBL;Acc:W5G9W6]","GO_0016021; chloroplast thylakoid membrane; membrane; photosystem II; photosystem I; photosynthesis, light harvesting; chlorophyll binding; obsolete protein-chromophore linkage"
"chr6A","IWGSC_v1.1_201706","gene",555111355,555114010,"63","-",".","ID=TraesCS6A02G319800;previous_id=TraesCS6A01G319800;Name=TraesCS6A02G319800;primconf=HC","TraesCS6A02G319800","","GO_0016021; membrane; cell wall biogenesis; galactoside 2-alpha-L-fucosyltransferase activity"
"chr6A","IWGSC_v1.1_201706","gene",555219266,555229863,"51","+",".","ID=TraesCS6A02G319900;previous_id=TraesCS6A01G319900;Name=TraesCS6A02G319900;primconf=HC","TraesCS6A02G319900","","metalloendopeptidase activity; single-stranded DNA binding; cellular response to DNA damage stimulus"
"chr6A","IWGSC_v1.1_201706","gene",555230839,555248399,"62","-",".","ID=TraesCS6A02G320000;previous_id=TraesCS6A01G320000;Name=TraesCS6A02G320000;primconf=HC","TraesCS6A02G320000","","regulation of DNA-templated transcription; histone modification; protein binding"
"chr6A","IWGSC_v1.1_201706","gene",555308350,555322862,"57","+",".","ID=TraesCS6A02G320100;previous_id=TraesCS6A01G320100;Name=TraesCS6A02G320100;primconf=HC","TraesCS6A02G320100","","membrane; cell wall biogenesis; galactoside 2-alpha-L-fucosyltransferase activity; GO_0016021"
"chr6A","IWGSC_v1.1_201706","gene",555323199,555324489,"41","+",".","ID=TraesCS6A02G320200;previous_id=TraesCS6A01G320200;Name=TraesCS6A02G320200;primconf=HC","TraesCS6A02G320200","Peroxidase [Source:UniProtKB/TrEMBL;Acc:A0A341WMR3]","peroxidase activity; heme binding; response to oxidative stress; hydrogen peroxide catabolic process"
"chr6A","IWGSC_v1.1_201706","gene",555358813,555361274,"62","+",".","ID=TraesCS6A02G320300;previous_id=TraesCS6A01G320300;Name=TraesCS6A02G320300;primconf=HC","TraesCS6A02G320300","","GO_0016021; membrane; cell wall biogenesis; galactoside 2-alpha-L-fucosyltransferase activity"
"chr6A","IWGSC_v1.1_201706","gene",555361698,555381366,"57","-",".","ID=TraesCS6A02G320400;previous_id=TraesCS6A01G320400;Name=TraesCS6A02G320400;primconf=HC","TraesCS6A02G320400","","membrane; cell wall biogenesis; galactoside 2-alpha-L-fucosyltransferase activity"
"chr6A","IWGSC_v1.1_201706","gene",555414448,555417818,"63","-",".","ID=TraesCS6A02G320500;previous_id=TraesCS6A01G320500;Name=TraesCS6A02G320500;primconf=HC","TraesCS6A02G320500","","GO_0016021; membrane; cell wall biogenesis; galactoside 2-alpha-L-fucosyltransferase activity"
"chr6A","IWGSC_v1.1_201706","gene",555420484,555420798,"37","-",".","ID=TraesCS6A02G320600;previous_id=TraesCS6A01G320600;Name=TraesCS6A02G320600;primconf=HC","TraesCS6A02G320600","",""
"chr6A","IWGSC_v1.1_201706","gene",555426242,555428050,"62","+",".","ID=TraesCS6A02G320700;previous_id=TraesCS6A01G320700;Name=TraesCS6A02G320700;primconf=HC","TraesCS6A02G320700","","metal ion binding; oxidoreductase activity"
"chr6A","IWGSC_v1.1_201706","gene",555441209,555443207,"33","+",".","ID=TraesCS6A02G320800;previous_id=TraesCS6A01G320800;Name=TraesCS6A02G320800;primconf=HC","TraesCS6A02G320800","","heme binding; monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
"chr6A","IWGSC_v1.1_201706","gene",555487442,555488651,"53","+",".","ID=TraesCS6A02G320900;previous_id=TraesCS6A01G320900;Name=TraesCS6A02G320900;primconf=HC","TraesCS6A02G320900","WAT1-related protein [Source:UniProtKB/TrEMBL;Acc:A0A1D6ABJ7]","GO_0016021; transmembrane transporter activity; membrane"
"chr6A","IWGSC_v1.1_201706","gene",555669610,555670985,"52","-",".","ID=TraesCS6A02G321000;previous_id=TraesCS6A01G321000;Name=TraesCS6A02G321000;primconf=HC","TraesCS6A02G321000","",""
"chr6A","IWGSC_v1.1_201706","gene",555673434,555673724,"46","+",".","ID=TraesCS6A02G321100;previous_id=TraesCS6A01G321100;Name=TraesCS6A02G321100;primconf=HC","TraesCS6A02G321100","","calcium ion binding; enzyme regulator activity"
"chr6A","IWGSC_v1.1_201706","gene",555723076,555732272,"62","+",".","ID=TraesCS6A02G321200;previous_id=TraesCS6A01G321200;Name=TraesCS6A02G321200;primconf=HC","TraesCS6A02G321200","Protein CHROMATIN REMODELING 25 [Source:Projected from Arabidopsis thaliana (AT3G19210) UniProtKB/Swiss-Prot;Acc:Q0PCS3]","ATP binding; cellular response to metal ion; biological process involved in interaction with host; cellular response to gamma radiation; double-strand break repair via synthesis-dependent strand annealing; ATP-dependent chromatin remodeler activity"
"chr6A","IWGSC_v1.1_201706","gene",555737374,555738597,"50","+",".","ID=TraesCS6A02G321300;previous_id=TraesCS6A01G321300;Name=TraesCS6A02G321300;primconf=HC","TraesCS6A02G321300","",""
"chr6B","IWGSC_v1.1_201706","gene",638933997,638935905,"52","-",".","ID=TraesCS6B02G366200;previous_id=TraesCS6B01G366200;Name=TraesCS6B02G366200;primconf=HC","TraesCS6B02G366200","","protein dimerization activity"
"chr6B","IWGSC_v1.1_201706","gene",638954097,638955592,"60","-",".","ID=TraesCS6B02G366300;previous_id=TraesCS6B01G366300;Name=TraesCS6B02G366300;primconf=HC","TraesCS6B02G366300","","auxin-activated signaling pathway"
"chr6B","IWGSC_v1.1_201706","gene",639148045,639151538,"63","-",".","ID=TraesCS6B02G366400;previous_id=TraesCS6B01G366400;Name=TraesCS6B02G366400;primconf=HC","TraesCS6B02G366400","Replication protein A subunit [Source:UniProtKB/TrEMBL;Acc:A0A341X5F1]","nucleus; nucleic acid binding; DNA binding; DNA repair; DNA replication; DNA recombination"
"chr6B","IWGSC_v1.1_201706","gene",639157301,639157734,"44","-",".","ID=TraesCS6B02G366500;previous_id=TraesCS6B01G366500;Name=TraesCS6B02G366500;primconf=HC","TraesCS6B02G366500","",""
"chr6B","IWGSC_v1.1_201706","gene",639160693,639165150,"59","-",".","ID=TraesCS6B02G366600;previous_id=TraesCS6B01G366600;Name=TraesCS6B02G366600;primconf=HC","TraesCS6B02G366600","Ubiquitin-like protein ATG12 [Source:UniProtKB/TrEMBL;Acc:A0A1D6AKE5]","cytoplasm; autophagosome assembly; autophagy"
"chr6B","IWGSC_v1.1_201706","gene",639532839,639534932,"58","-",".","ID=TraesCS6B02G366700;previous_id=TraesCS6B01G366700;Name=TraesCS6B02G366700;primconf=HC","TraesCS6B02G366700","Growth regulating factor 1-B1 [Source:UniProtKB/TrEMBL;Acc:A0A1D6ANN3]","DNA-templated transcription; nucleus; ATP binding; developmental process; regulation of DNA-templated transcription"
"chr6B","IWGSC_v1.1_201706","gene",639985768,639996267,"61","-",".","ID=TraesCS6B02G366800;previous_id=TraesCS6B01G366800;Name=TraesCS6B02G366800;primconf=HC","TraesCS6B02G366800","",""
"chr6B","IWGSC_v1.1_201706","gene",640575707,640582787,"59","+",".","ID=TraesCS6B02G366900;previous_id=TraesCS6B01G366900;Name=TraesCS6B02G366900;primconf=HC","TraesCS6B02G366900","","GO_0016021; ATP binding; protein kinase activity; protein serine/threonine kinase activity; protein phosphorylation; protein binding"
"chr6B","IWGSC_v1.1_201706","gene",640960303,640977727,"63","+",".","ID=TraesCS6B02G367000;previous_id=TraesCS6B01G367000;Name=TraesCS6B02G367000;primconf=HC","TraesCS6B02G367000","","ATP binding; cytoskeletal motor activity; myosin complex; actin filament binding; actin filament organization; protein binding"
"chr6B","IWGSC_v1.1_201706","gene",640977878,640980596,"63","-",".","ID=TraesCS6B02G367100;previous_id=TraesCS6B01G367100;Name=TraesCS6B02G367100;primconf=HC","TraesCS6B02G367100","","ATP binding; protein kinase activity; protein phosphorylation"
"chr6B","IWGSC_v1.1_201706","gene",641280383,641292350,"63","+",".","ID=TraesCS6B02G367200;previous_id=TraesCS6B01G367200;Name=TraesCS6B02G367200;primconf=HC","TraesCS6B02G367200","","cytoplasm; ATP binding; nucleotide binding; aminoacyl-tRNA editing activity; tRNA binding; tRNA aminoacylation for protein translation; isoleucine-tRNA ligase activity; isoleucyl-tRNA aminoacylation; aminoacyl-tRNA ligase activity"
"chr6B","IWGSC_v1.1_201706","gene",641295622,641299743,"49","+",".","ID=TraesCS6B02G367300;previous_id=TraesCS6B01G367300;Name=TraesCS6B02G367300;primconf=HC","TraesCS6B02G367300","","zinc ion binding; regulation of DNA-templated transcription; histone acetyltransferase activity; histone acetylation"
"chr6B","IWGSC_v1.1_201706","gene",641302612,641308677,"61","+",".","ID=TraesCS6B02G367400;previous_id=TraesCS6B01G367400;Name=TraesCS6B02G367400;primconf=HC","TraesCS6B02G367400","",""
"chr6B","IWGSC_v1.1_201706","gene",641309824,641310566,"40","-",".","ID=TraesCS6B02G367500;previous_id=TraesCS6B01G367500;Name=TraesCS6B02G367500;primconf=HC","TraesCS6B02G367500","",""
"chr6B","IWGSC_v1.1_201706","gene",641394769,641400850,"38","+",".","ID=TraesCS6B02G367600;curating_team=IWGSC_steinn;manually_curated=yes;Name=TraesCS6B02G367600;derived_from=TraesCS6B01G367600,PPRFinder_1360;primconf=HC","TraesCS6B02G367600","Pentatricopeptide repeat-containing protein At5g27270 [Source:Projected from Arabidopsis thaliana (AT5G27270) UniProtKB/Swiss-Prot;Acc:O04647]","protein binding"
