"Description","Level","ModuleColor","Count","pvalue","geneID"
"component *(eEF1B-beta/-delta)","level5","firebrick2",2,0.0032642771782526,"TraesCS2B02G147700/TraesCS2D02G128300"
"class-IV transcription factor","level5","firebrick4",7,3.12262218818137e-07,"TraesCS2A02G348900/TraesCS2A02G366100/TraesCS2D02G347300/TraesCS3D02G139600/TraesCS5A02G317100/TraesCS5B02G317700/TraesCS7D02G379900"
"CUL4-based E3 ubiquitin ligase complexes","level5","firebrick4",9,0.000237182351333326,"TraesCS1D02G144700/TraesCS1D02G417600/TraesCS2A02G412800/TraesCS2B02G187400/TraesCS2D02G168500/TraesCS3A02G284700/TraesCS3B02G318600/TraesCS3D02G252500/TraesCS3D02G284500"
"class-A endo-1,4-beta-glucanase *(KOR)","level5","firebrick4",3,0.000516832397265802,"TraesCS2B02G370600/TraesCS2D02G351300/TraesCS4B02G173200"
"ribosome docking factor *(MDM38)","level5","firebrick4",3,0.000924124622798311,"TraesCS1A02G248400/TraesCS1D02G247800/TraesCS6D02G200200"
"R-loop reader protein *(ALBA1/2)","level5","firebrick4",3,0.00184103733807065,"TraesCS7A02G374500/TraesCS7B02G252900/TraesCS7D02G348900"
"RNA editing factor *(ORRM3)","level5","firebrick4",3,0.00184103733807065,"TraesCS4A02G293000/TraesCS4B02G020300/TraesCS4D02G018500"
"acclimation factor activities","level5","firebrick4",3,0.0043346488731913,"TraesCS3B02G470200/TraesCS6B02G248600/TraesCS6D02G202200"
"import karyopherin *(IMB1)","level5","green2",2,0.000443508897403878,"TraesCS5B02G051300/TraesCS5D02G057000"
"monosaccharide transporter *(ERD6)","level5","green2",2,0.000862884159499694,"TraesCS6A02G346700/TraesCS6B02G380300"
"component *(PsbW)","level5","green2",1,0.0188391978279411,"TraesCS1A02G326100"
"Piccolo module","level5","green2",1,0.0201716178614456,"TraesCS6A02G273300"
"histone H3K9 methylation","level5","green2",1,0.0215022849339082,"TraesCS1B02G093700"
"beta-glucosidase *(BGLU43/44)","level5","green2",1,0.0228312012772623,"TraesCS4D02G038600"
"pythosulfokine peptide receptor *(PSKR)","level5","green2",1,0.0254837906906507,"TraesCS6A02G222000"
"FLS2-BAK1 flagellin receptor complex","level5","green2",1,0.0347130324694441,"TraesCS1B02G038800"
"E3 ubiquitin ligase *(ARA54)","level5","green2",1,0.0373343685227819,"TraesCS5B02G055600"
"beta-type components","level5","green2",1,0.0386424492109886,"TraesCS5B02G299900"
"CcmABC complex","level5","green2",1,0.0412534468928535,"TraesCS5A02G020400"
"alpha subcomplex","level5","green2",1,0.0451570670453139,"TraesCS5A02G173600"
"E2 MUB ubiquitin-conjugating enzyme","level5","green3",4,2.94675227515605e-05,"TraesCS4D02G067200/TraesCS7A02G343800/TraesCS7B02G239300/TraesCS7D02G335800"
"regulatory protein *(CBP60/SARD)","level5","green4",5,1.5279937788295e-05,"TraesCS3A02G403500/TraesCS5B02G417000/TraesCS5B02G417200/TraesCS5B02G417300/TraesCS5D02G422200"
"ATP-dependent phosphofructokinase","level5","green4",3,4.52155902270807e-05,"TraesCS3A02G277700/TraesCS3B02G311900/TraesCS7A02G106800"
"regulatory protein *(ELMO)","level5","green4",2,0.00228488850238139,"TraesCS5B02G416000/TraesCS5B02G416300"
"lid subcomplex","level5","green4",3,0.00303397928154469,"TraesCS3B02G441400/TraesCS5B02G544500/TraesCS5D02G543600"
"regulatory subunit gamma","level5","grey",1,0.000508949020272986,"TraesCS3A02G226700"
"component *(eL40)","level5","indianred1",2,0.00497002646362216,"TraesCS4A02G086300/TraesCS5D02G194700"
"E2 ubiquitin-conjugating enzyme activities","level5","indianred1",2,0.00753263824988613,"TraesCS3A02G271800/TraesCS3B02G305500"
"PPR-type RNA editing factor activities","level5","indianred1",3,0.00807772266097093,"TraesCS1A02G256900/TraesCS1D02G261600/TraesCS7A02G530700"
"chromatin remodeling factor *(Rad5)","level5","indianred1",1,0.0247480943834614,"TraesCS6D02G107900"
"component *(mS87)","level5","indianred1",1,0.0247480943834614,"TraesCS3B02G173000"
"MUS81-independent crossover","level5","indianred1",1,0.0271895345748813,"TraesCS2B02G266400"
"component *(LHW)","level5","indianred1",1,0.0296249662148897,"TraesCS6A02G255400"
"electron donor complex","level5","indianred1",1,0.0296249662148897,"TraesCS3D02G280300"
"FtsH plastidial protease complexes","level5","indianred1",1,0.0296249662148897,"TraesCS7B02G471600"
"glycerophosphocholine phosphodiesterase *(GDPD6)","level5","indianred1",1,0.0296249662148897,"TraesCS3B02G333600"
"scaffold protein *(NFU1/2/3)","level5","indianred1",1,0.0296249662148897,"TraesCS5D02G128400"
"subunit B","level5","indianred1",1,0.0296249662148897,"TraesCS6D02G173400"
"group-II formin","level5","indianred1",1,0.0320544038366043,"TraesCS5D02G089100"
"KEOPS/EKC threonylcarbamoyl-AMP synthase complex","level5","indianred1",1,0.0320544038366043,"TraesCS2D02G463500"
"adaptor protein *(ECA1/2)","level5","indianred1",1,0.0368953549850154,"TraesCS7A02G490500"
"HD-ZIP III-type transcription factor","level5","indianred1",1,0.0368953549850154,"TraesCS1A02G157500"
"transcriptional co-regulator *(ZPR)","level5","indianred1",1,0.0368953549850154,"TraesCS1A02G157500"
"component *(TAF9)","level5","indianred1",1,0.0417125035957671,"TraesCS3B02G421800"
"eIF2B GDP recycling complex","level5","indianred1",1,0.0441121879167995,"TraesCS7B02G243400"
"aureusidin synthase","level5","indianred1",1,0.0465059646957856,"TraesCS6A02G041900"
"DCL1-HYL1 miRNA biogenesis complex","level5","indianred1",1,0.0488938482257718,"TraesCS4A02G180400"
"regulatory subunit beta","level5","indianred1",1,0.0488938482257718,"TraesCS2B02G113700"
"phosphometabolite transporter *(TPT/PPT/GPT/XPT)","level5","indianred1",1,0.0512758527658298,"TraesCS7A02G287500"
"glycerol-3-phosphate acyltransferase *(GPAT4-8)","level5","indianred1",1,0.0536519925411326,"TraesCS6A02G037400"
"LRR-domain extensin","level5","indianred1",1,0.0536519925411326,"TraesCS5D02G443700"
"monoacylglycerol lipase","level5","indianred1",1,0.0654452154646007,"TraesCS1D02G231500"
"adenosine N6-methylation","level5","indianred1",1,0.0677864634917587,"TraesCS3D02G144100"
"class-II transcription factor","level5","ivory",5,4.0381456571307e-06,"TraesCS2D02G121400/TraesCS7A02G218600/TraesCS7B02G125500/TraesCS7B02G161500/TraesCS7D02G220300"
"manganese cation transporter *(Mn-CDF)","level5","ivory",3,0.00068527117913963,"TraesCS6A02G322500/TraesCS6B02G353300/TraesCS6D02G302400"
"subgroup-18 transcription factor","level5","ivory",3,0.000836002307054198,"TraesCS7A02G458700/TraesCS7B02G357900/TraesCS7D02G446700"
"eIF2B GDP recycling complex","level5","ivory",3,0.00119688677974298,"TraesCS5D02G088300/TraesCS6A02G381800/TraesCS7D02G339900"
"florigen component *(FT)","level5","ivory",3,0.00189996929183301,"TraesCS5A02G154600/TraesCS5B02G152800/TraesCS7B02G013100"
"RLCK-VIIa receptor-like protein kinase","level5","ivory",7,0.00314613646993302,"TraesCS2D02G388000/TraesCS3A02G326400/TraesCS3B02G355700/TraesCS3D02G319800/TraesCS4D02G130300/TraesCS5A02G144600/TraesCS5A02G215200"
"P3A-type proton-translocating ATPase *(AHA)","level5","ivory",3,0.00396411248657183,"TraesCS7A02G145400/TraesCS7B02G047600/TraesCS7D02G146700"
"UBQ ubiquitin-fold protein","level5","lavenderblush3",3,0.000385581248810613,"TraesCS5B02G080200/TraesCS7A02G453600/TraesCS7D02G443100"
"subcluster H/CPL3-4 phosphatase","level5","lightblue3",1,0.0148313976005557,"TraesCS1D02G244000"
"actin-binding protein *(NET2)","level5","lightblue3",1,0.0161690899363132,"TraesCS1A02G051400"
"1,6-alpha-xylosyltransferase *(XXT)","level5","lightblue3",1,0.0241583691206956,"TraesCS7D02G441500"
"aureusidin synthase","level5","lightblue3",1,0.0254837906906507,"TraesCS7A02G054500"
"NDC80 complex","level5","lightblue3",1,0.0254837906906507,"TraesCS3A02G529800"
"pectin methylesterase inhibitor","level5","lightblue3",1,0.0281294039021978,"TraesCS2A02G452700"
"auxin transporter *(PILS)","level5","lightblue3",1,0.029449599982986,"TraesCS6B02G466900"
"P3A-type proton-translocating ATPase *(AHA)","level5","lightblue3",1,0.0360245636753279,"TraesCS5A02G004300"
"subunit gamma","level5","lightblue3",1,0.0386424492109886,"TraesCS2A02G337500"
"12)","level5","lightblue3",1,0.0399488079364229,"TraesCS5B02G315500"
"beta-galactosidase activities","level5","lightblue3",1,0.0399488079364229,"TraesCS3B02G235100"
"subgroup ERF-VII transcription factor","level5","lightblue3",1,0.0438575742602776,"TraesCS5B02G315500"
"platform ATPase component *(CDC48)","level5","lightblue3",1,0.0567757672415247,"TraesCS2D02G353100"
"plant-specific E3 ubiquitin ligase *(RSL/RFA)","level5","lightblue3",1,0.0631712972167292,"TraesCS2A02G546000"
"amylase activities","level5","lightblue3",1,0.0720545077884867,"TraesCS2A02G215300"
"base subcomplex","level5","lightblue3",1,0.075836568479669,"TraesCS2D02G427700"
"PP2A-class  phosphatase complexes","level5","lightblue3",1,0.0770939336926216,"TraesCS2B02G362000"
"D-class RAB GTPase","level5","lightblue4",2,0.000674209980628923,"TraesCS3A02G056500/TraesCS3A02G056700"
"metabolite transporter *(DTX)","level5","lightblue4",4,0.00144866471279144,"TraesCS3D02G265400/TraesCS3D02G301400/TraesCS5A02G326700/TraesCS7A02G272800"
"RING-v-class","level5","lightblue4",2,0.00464642062767645,"TraesCS1D02G385100/TraesCS3B02G297400"
"component *(ND4L/NQO11)","level5","lightcyan1",3,4.42665018482288e-06,"TraesCS3A02G268900/TraesCS3B02G013400/TraesCS4B02G238400"
"phenylalanine ammonia lyase *(PAL)","level5","lightpink2",5,0.000707520445566648,"TraesCS1B02G048300/TraesCS2A02G196400/TraesCS2B02G398300/TraesCS6A02G222700/TraesCS6B02G258600"
"acyl-CoA thioesterase","level5","lightpink2",3,0.000821443390989203,"TraesCS2A02G412900/TraesCS2B02G431300/TraesCS2D02G410000"
"component *(BRCA1/BARD1)","level5","lightpink2",3,0.00148867866801953,"TraesCS1A02G329600/TraesCS2A02G139100/TraesCS2D02G381600"
"class-I histone methyltransferase activities","level5","lightpink4",4,0.000135963035795902,"TraesCS3D02G413200/TraesCS5A02G097100/TraesCS5A02G154000/TraesCS5D02G109600"
"RNA 5-end capping","level5","lightskyblue3",2,6.41956608919216e-05,"TraesCS1A02G115100/TraesCS4A02G204100"
"cohesin cofactor *(PDS5)","level5","lightskyblue3",1,0.00962952429793962,"TraesCS2D02G355200"
"electron donor complex","level5","lightskyblue3",1,0.00962952429793962,"TraesCS6A02G158200"
"chromosome passenger complex (CPC)","level5","lightskyblue3",1,0.0112258794189369,"TraesCS2B02G359500"
"clathrin uncoating protein *(AUL)","level5","lightskyblue3",1,0.0120231425445112,"TraesCS1A02G419500"
"metal-citrate complex transporter *(FRD)","level5","lightskyblue3",1,0.012819796633195,"TraesCS5B02G150400"
"Globulin-type seed storage protein","level5","lightskyblue3",1,0.0167939468925296,"TraesCS1B02G059000"
"PP1-class phosphatase complex","level5","lightskyblue3",1,0.0207529370159945,"TraesCS6B02G436400"
"auxin efflux transporter *(PIN)","level5","lightskyblue3",1,0.0348806180352986,"TraesCS3A02G426700"
"auxin transporter *(PIN)","level5","lightskyblue3",1,0.0348806180352986,"TraesCS3A02G426700"
"GID ubiquitination complex","level5","lightskyblue3",1,0.0379937716991514,"TraesCS6D02G178900"
"clade A phosphatase","level5","lightsteelblue",13,2.05114121203028e-21,"TraesCS1A02G358600/TraesCS2D02G000300/TraesCS3A02G209200/TraesCS3A02G249000/TraesCS3B02G240000/TraesCS3B02G277900/TraesCS3B02G394600/TraesCS3D02G212100/TraesCS3D02G355900/TraesCS4D02G210900/TraesCS5A02G183600/TraesCS5B02G182000/TraesCS5D02G188600"
"cytoplasm-localized receptor complex","level5","lightsteelblue",9,3.80445462537711e-13,"TraesCS1A02G358600/TraesCS2D02G087500/TraesCS3A02G209200/TraesCS3A02G249000/TraesCS3B02G240000/TraesCS3B02G277900/TraesCS3D02G212100/TraesCS4A02G114400/TraesCS4D02G191200"
"solute transporter *(NAT)","level5","lightsteelblue",3,0.0004427204624412,"TraesCS5A02G200000/TraesCS5B02G198300/TraesCS5D02G205600"
"CER1-CER3 alkane-forming complex","level5","lightsteelblue",3,0.000544410345514226,"TraesCS1D02G147800/TraesCS6D02G369400/TraesCS7B02G408900"
"group-II","level5","lightsteelblue",4,0.00117723807244534,"TraesCS5A02G198800/TraesCS5B02G197400/TraesCS5D02G204700/TraesCS7B02G194100"
"monosaccharide transporter *(ERD6)","level5","lightsteelblue1",4,0.000315457268393928,"TraesCS2A02G046400/TraesCS2A02G046600/TraesCS2B02G058800/TraesCS5A02G509400"
"auxin transporter *(AUX/LAX)","level5","magenta1",3,5.06710299023279e-06,"TraesCS4A02G070500/TraesCS4B02G226500/TraesCS4D02G227200"
"component *(p24-beta","level5","magenta1",2,0.000228969079140282,"TraesCS5B02G388300/TraesCS5D02G393100"
"UCH deubiquitinase activities","level5","magenta1",2,0.0003951339657865,"TraesCS6B02G444700/TraesCS6D02G137100"
"deneddylase activities","level5","magenta1",2,0.000769400052588422,"TraesCS6B02G444700/TraesCS6D02G137100"
"cargo adaptor F-subcomplex","level5","magenta3",2,0.00177332545778808,"TraesCS3B02G385000/TraesCS4D02G234800"
"beta subcomplex","level5","magenta3",2,0.00201664836525844,"TraesCS3B02G325200/TraesCS6B02G221500"
"alpha subcomplex","level5","magenta3",2,0.00227489307833359,"TraesCS1B02G380900/TraesCS2D02G272100"
"vacuolar acid beta-fructofuranosidase *(VIN)","level5","magenta3",2,0.00313793183370632,"TraesCS4A02G486000/TraesCS7A02G009100"
"condensin-I-specific components","level5","magenta3",1,0.0246611042862113,"TraesCS2D02G132100"
"ketoacyl-ACP synthase I","level5","magenta3",1,0.0246611042862113,"TraesCS7B02G065500"
"phytic acid biosynthetic enzyme *(LPA1)","level5","magenta3",1,0.0266890940125107,"TraesCS3B02G388700"
"splicing factor 3A subcomplex","level5","magenta3",1,0.0287129528876813,"TraesCS3B02G211900"
"class-II histone methyltransferase *(ASH)","level5","magenta3",1,0.0327483110256024,"TraesCS2A02G302100"
"component *(TAF9)","level5","magenta3",1,0.0347598267186567,"TraesCS3D02G468500"
"P1B-type heavy metal cation-transporting ATPase *(HMA)","level5","magenta4",4,3.69361398953008e-05,"TraesCS2A02G410400/TraesCS2B02G429200/TraesCS2D02G407800/TraesCS4B02G293600"
"cellulose synthase *(CesA)","level5","magenta4",3,0.000513661372182379,"TraesCS2D02G102100/TraesCS3B02G324500/TraesCS5A02G459400"
"apocytochrome-heme assembly complex","level5","magenta4",2,0.00343434883496685,"TraesCS4B02G323500/TraesCS5A02G495300"
"adaptor protein *(ECA1/2)","level5","magenta4",2,0.00394633553359277,"TraesCS3A02G258900/TraesCS7D02G476900"
"signalling protein kinase *(BSK)","level5","magenta4",2,0.00567945452900932,"TraesCS2A02G582500/TraesCS4B02G328200"
"RALF-peptide receptor *(CrRLK1L)","level5","magenta4",3,0.00712386386457309,"TraesCS3B02G567500/TraesCS4B02G345400/TraesCS4D02G202300"
"vacuolar acid beta-fructofuranosidase *(VIN)","level5","maroon",3,0.000315058884794971,"TraesCS7A02G009800/TraesCS7D02G008700/TraesCS7D02G009400"
"component *(uS12m)","level5","maroon",2,0.00178128127083176,"TraesCS1A02G140400/TraesCS3B02G301500"
"phosphocholine phosphatase *(PS2/PECP1)","level5","mediumorchid4",1,0.00647151140909041,"TraesCS3B02G321700"
"LRR-domain extensin","level5","mediumorchid4",1,0.00836779885471806,"TraesCS5D02G387200"
"downstream SUVH-SDJ methylation reader complex","level5","mediumorchid4",1,0.0121507249343757,"TraesCS5A02G245400"
"auxin efflux transporter *(PIN)","level5","mediumorchid4",1,0.0166732996914249,"TraesCS3B02G276500"
"auxin transporter *(PIN)","level5","mediumorchid4",1,0.0166732996914249,"TraesCS3B02G276500"
"mannan synthase activities","level5","mediumorchid4",1,0.0193029603736403,"TraesCS7D02G294300"
"subfamily ABCG transporter","level5","mediumorchid4",1,0.0619796007982376,"TraesCS3B02G523700"
"regulatory protein *(CYCA)","level5","mediumpurple",2,0.0032364766957468,"TraesCS1B02G151800/TraesCS5A02G072000"
"subgroup-19/20 transcription factor","level5","mediumpurple",2,0.0032364766957468,"TraesCS3B02G039100/TraesCS5B02G093000"
"APC/C E3 ubiquitin ligase complex","level5","mistyrose",2,0.00559270104638351,"TraesCS2B02G461400/TraesCS6A02G268900"
"class-I histone deacetylase activities","level5","mistyrose",2,0.00746835072445975,"TraesCS1B02G265200/TraesCS2B02G023400"
"component *(IMP2)","level5","mistyrose",1,0.0217145346362777,"TraesCS2B02G022600"
"regulatory protein *(ELMO)","level5","mistyrose",1,0.0236655431172932,"TraesCS5D02G421400"
"KEOPS/EKC threonylcarbamoyl-AMP synthase complex","level5","mistyrose",1,0.0256127432986345,"TraesCS3B02G067800"
"ROS1-recruitment complex","level5","mistyrose",1,0.0256127432986345,"TraesCS2D02G128100"
"component *(SRP14)","level5","mistyrose",1,0.0294957478382094,"TraesCS2A02G467800"
"component *(ABIL)","level5","mistyrose",1,0.0352918737685448,"TraesCS3D02G228600"
"HAT histone acetyltransferase module","level5","mistyrose",1,0.0352918737685448,"TraesCS1A02G138200"
"methylation reader *(MBD1-4/12)","level5","mistyrose",1,0.0352918737685448,"TraesCS1B02G265200"
"class-V histone methyltransferase *(Suv)","level5","mistyrose",1,0.039137121348645,"TraesCS6A02G226600"
"methylation reader *(Alfin)","level5","mistyrose",1,0.0486847317006619,"TraesCS5D02G486400"
"splicing factor 3B subcomplex","level5","mistyrose",1,0.056255910359897,"TraesCS5B02G017300"
"plant-specific E3 ubiquitin ligase *(RSL/RFA)","level5","navajowhite3",2,0.000999099744638719,"TraesCS5A02G224700/TraesCS7D02G174000"
"subfamily ABCG transporter","level5","navajowhite3",2,0.0114428979792753,"TraesCS4A02G103400/TraesCS5B02G155600"
"other components","level5","navajowhite3",1,0.011645929783706,"TraesCS4D02G133500"
"pyrophosphate-dependent phosphofructokinase","level5","navajowhite3",1,0.011645929783706,"TraesCS7D02G200800"
"salvage pathway","level5","navajowhite3",1,0.0260209777369489,"TraesCS1A02G375800"
"small subunit","level5","navajowhite3",1,0.0420709273576336,"TraesCS3B02G524900"
"lid subcomplex","level5","navajowhite3",1,0.0458104516819833,"TraesCS5A02G524900"
"polyol/monosaccharide transporter *(PLT)","level5","navajowhite3",1,0.0467431486480396,"TraesCS2B02G594000"
"CAPE precursor polypeptide","level5","navajowhite3",1,0.0761332095800615,"TraesCS7B02G105300"
"MUS81-independent crossover","level5","navajowhite4",1,0.00651353301312929,"TraesCS6A02G031400"
"siRNA-integrating factor *(AGO)","level5","navajowhite4",1,0.010637973291011,"TraesCS1B02G480100"
"C/D small nucleolar ribonucleoprotein (snoRNP) rRNA methylation complex","level5","navajowhite4",1,0.0147465093534968,"TraesCS7A02G479900"
"RNA-dependent RNase P complex","level5","navajowhite4",1,0.021170783441493,"TraesCS1D02G294400"
"polyubiquitination system","level5","navajowhite4",1,0.0234972232704938,"TraesCS5B02G371300"
"regulatory protein *(CBP60/SARD)","level5","navajowhite4",1,0.0304457728010895,"TraesCS4A02G117500"
"component *(LHCb1/2/3)","level5","navajowhite4",1,0.031599390817463,"TraesCS1B02G451100"
"reaction center complex","level5","orange",22,7.50666038401461e-19,"TraesCS1A02G148600/TraesCS1A02G384700/TraesCS1D02G071100/TraesCS1D02G179900/TraesCS1D02G180200/TraesCS1D02G295300/TraesCS1D02G295400/TraesCS2B02G262300/TraesCS2B02G330700/TraesCS2D02G020900/TraesCS2D02G021000/TraesCS2D02G270700/TraesCS2D02G553800/TraesCS4A02G153400/TraesCS5A02G420700/TraesCS5D02G008300/TraesCS5D02G458200/TraesCS5D02G471500/TraesCS6D02G079500/TraesCS6D02G079600/TraesCS6D02G325700/TraesCS7D02G123900"
"component *(PsbL)","level5","orange",6,2.64430036355483e-07,"TraesCS1D02G181900/TraesCS1D02G295200/TraesCS3B02G186500/TraesCS3D02G052700/TraesCS5A02G437100/TraesCS5B02G380100"
"membrane subcomplex M","level5","orange",8,8.53576001606128e-07,"TraesCS1A02G157200/TraesCS1A02G384400/TraesCS2D02G079400/TraesCS2D02G557200/TraesCS3B02G126000/TraesCS3B02G189000/TraesCS4B02G000100/TraesCS5B02G247000"
"subunit a","level5","orange",6,9.32036845710314e-07,"TraesCS1B02G404700/TraesCS5B02G573300/TraesCS6B02G131700/TraesCS7A02G097700/TraesCS7B02G457100/TraesCS7B02G487000"
"subcomplex A","level5","orange",5,0.000616489007503173,"TraesCS1A02G384500/TraesCS1B02G405900/TraesCS1D02G181300/TraesCS2D02G243500/TraesCS2D02G243700"
"subunit b","level5","orange",3,0.00115977236462334,"TraesCS4D02G042800/TraesCS4D02G236200/TraesCS7A02G099300"
"component *(PsbZ)","level5","orange",3,0.00152352152441093,"TraesCS1B02G404500/TraesCS2D02G573100/TraesCS5D02G458300"
"P1B-type heavy metal cation-transporting ATPase *(HMA)","level5","orange",4,0.00285467336994783,"TraesCS5A02G383400/TraesCS5D02G392700/TraesCS6B02G192400/TraesCS7A02G420000"
"assembly and maintenance","level5","orangered1",2,0.00254931152388117,"TraesCS5A02G386900/TraesCS6B02G011800"
"class-I histone deacetylase activities","level5","orangered1",2,0.00600126113215088,"TraesCS4A02G139000/TraesCS7D02G433300"
"component *(PsbM)","level5","orangered1",1,0.0176744486174431,"TraesCS3D02G200900"
"non-canonical RdDM pathway","level5","orangered1",1,0.0176744486174431,"TraesCS2A02G419900"
"organelle RNA splicing factor *(APO)","level5","orangered1",1,0.0211725634122555,"TraesCS2A02G420600"
"zinc cation transporter *(Zn-CDF)","level5","orangered1",1,0.0211725634122555,"TraesCS6B02G468900"
"KEOPS/EKC threonylcarbamoyl-AMP synthase complex","level5","orangered1",1,0.02291705769795,"TraesCS2A02G462900"
"metal-citrate complex transporter *(FRD)","level5","orangered1",1,0.0281323500121055,"TraesCS6B02G470700"
"monosaccharide transporter *(AZT)","level5","orangered1",1,0.0281323500121055,"TraesCS6B02G467700"
"CPN60 chaperonin heterodimer","level5","orangered1",1,0.0315941041850889,"TraesCS6B02G011800"
"miRNA recruiting factor *(AGO1/AGO10)","level5","orangered1",1,0.0315941041850889,"TraesCS7A02G040700"
"NDC80 complex","level5","orangered1",1,0.0333204644407861,"TraesCS5A02G482600"
"delivery to proteasome","level5","orangered1",1,0.0367641768393506,"TraesCS2A02G518400"
"subclass RD21/XCP thiol protease","level5","orangered1",1,0.0384815391763524,"TraesCS2D02G546600"
"non-canonical Holliday junction resolution","level5","orangered1",1,0.0419073015478705,"TraesCS6B02G300000"
"PPPDE deubiquitinase activities","level5","orangered1",1,0.0470236153628633,"TraesCS7A02G019000"
"adenosine N6-methylation","level5","orangered1",1,0.0487231189149312,"TraesCS7B02G132800"
"sporopollenin biosynthesis","level5","orangered1",1,0.0504196636710067,"TraesCS7B02G141100"
"subgroup ERF-VIII transcription factor","level5","orangered1",1,0.0538038968899315,"TraesCS4D02G002400"
"SPT recruitment module","level5","orangered1",1,0.0554915953793619,"TraesCS5D02G143700"
"group-III","level5","orangered1",1,0.0655562471673196,"TraesCS6D02G167300"
"A-class RAB GTPase","level5","orangered1",1,0.0837368907833695,"TraesCS1B02G152100"
"transcription factor *(C-GATA)","level5","orangered3",3,7.75799223160158e-05,"TraesCS4A02G249400/TraesCS4A02G285900/TraesCS6A02G118800"
"beta subcomplex","level5","orangered4",7,1.02983347062379e-09,"TraesCS3A02G290400/TraesCS3A02G413800/TraesCS3D02G290200/TraesCS3D02G408200/TraesCS6A02G198900/TraesCS6D02G180900/TraesCS7B02G469400"
"splicing factor 3B subcomplex","level5","orangered4",3,0.000801094350297064,"TraesCS6A02G107200/TraesCS6A02G115900/TraesCS6D02G104700"
"subunit epsilon","level5","orangered4",2,0.00394633553359277,"TraesCS3B02G326400/TraesCS3D02G291500"
"UBP deubiquitinase activities","level5","paleturquoise",4,0.00090110096879613,"TraesCS2B02G268700/TraesCS2D02G249100/TraesCS4A02G038800/TraesCS4D02G266600"
"subfamily ABCD transporter","level5","paleturquoise4",1,0.0168392265896306,"TraesCS3A02G516400"
"component *(eS25)","level5","paleturquoise4",1,0.0185078633401574,"TraesCS5A02G101500"
"regulatory protein *(FBW2)","level5","paleturquoise4",1,0.0185078633401574,"TraesCS7D02G179800"
"component *(p24-delta","level5","paleturquoise4",1,0.0201737387365333,"TraesCS6D02G309100"
"multifunctional enzyme *(MFP)","level5","paleturquoise4",1,0.0234972232704938,"TraesCS3B02G091200"
"U2AF pre-RNA splicing factor heterodimer","level5","paleturquoise4",1,0.0268097157289863,"TraesCS3A02G246800"
"subgroup ERF-IV/DREB2 transcription factor","level5","paleturquoise4",1,0.02846185100489,"TraesCS4A02G013600"
"pythosulfokine peptide receptor *(PSKR)","level5","paleturquoise4",1,0.0317579217390905,"TraesCS2B02G580800"
"class-II transcription factor","level5","paleturquoise4",1,0.0350430887543578,"TraesCS6B02G315400"
"auxin transporter *(PILS)","level5","paleturquoise4",1,0.0366815943556577,"TraesCS4A02G132600"
"CUL3-based E3 ubiquitin ligase complexes","level5","paleturquoise4",2,0.0408566647911435,"TraesCS2B02G585400/TraesCS5A02G375500"
"E3 ubiquitin ligase *(ARA54)","level5","paleturquoise4",1,0.046455812985138,"TraesCS1D02G450900"
"cationic amino acid transporter *(CAT)","level5","paleturquoise4",1,0.0513065943948346,"TraesCS1B02G155400"
"microtubule plus-end-tracking protein *(EB1)","level5","pink3",1,0.0102182116016223,"TraesCS2A02G521300"
"D-class RAB GTPase","level5","pink3",1,0.0148298346094301,"TraesCS3B02G070300"
"component *(eL28)","level5","pink3",1,0.0166687349317813,"TraesCS3D02G497400"
"signalling protein kinase *(BSK)","level5","pink3",1,0.0166687349317813,"TraesCS5A02G500000"
"proton:cation antiporter *(NHX)","level5","pink3",1,0.0194209433139648,"TraesCS1A02G102300"
"glycerol-3-phosphate acyltransferase *(GPAT4-8)","level5","pink3",1,0.0203367109943607,"TraesCS1D02G132800"
"chalcone synthase activity","level5","pink3",1,0.0267242643330141,"TraesCS2B02G038700"
"M24-class aminopeptidase activities","level5","pink3",1,0.0267242643330141,"TraesCS1A02G158800"
"Rab GTPase-activating protein","level5","pink3",1,0.0357804162749424,"TraesCS7B02G291000"
"pre-60S ribosomal subunit nuclear assembly","level5","pink3",1,0.0598320063305078,"TraesCS7A02G160000"
"glucuronosyltransferase activities","level5","pink4",2,0.00197496521135119,"TraesCS1D02G209700/TraesCS4B02G301200"
"CDK9 protein kinase","level5","pink4",2,0.00472104009934692,"TraesCS2B02G139000/TraesCS6B02G231200"
"clade F phosphatase","level5","pink4",2,0.00502502902407627,"TraesCS1A02G427000/TraesCS7B02G232300"
"polyubiquitination system","level5","pink4",2,0.00776849608589532,"TraesCS1B02G294400/TraesCS3A02G503400"
"phenylalanine ammonia lyase *(PAL)","level5","plum2",5,7.48963964616551e-05,"TraesCS2A02G196700/TraesCS2A02G381000/TraesCS2D02G377500/TraesCS2D02G377600/TraesCS6D02G212400"
"chalcone synthase activity","level5","plum2",3,0.00181453188321913,"TraesCS3A02G253800/TraesCS3B02G285700/TraesCS3D02G254700"
"acetolactate synthase complex","level5","plum3",3,0.000140386348453101,"TraesCS4A02G230000/TraesCS6B02G317400/TraesCS6D02G268700"
"stabilizing factor *(ELIP)","level5","plum3",3,0.00389922653089376,"TraesCS1D02G315000/TraesCS5D02G226900/TraesCS7D02G215700"
"small GTPase *(Sar1)","level5","plum3",2,0.00404231613013049,"TraesCS5A02G089200/TraesCS5D02G101300"
"chaperone component *(ClpC)","level5","plum3",2,0.00482270208646597,"TraesCS6A02G195200/TraesCS6D02G183600"
