component *(D1/PsbA),TraesCS5D02G008300
BTB/POZ substrate adaptor component activities,TraesCS3D02G475400
BTB/POZ substrate adaptor component activities,TraesCS4A02G090000
BTB/POZ substrate adaptor component activities,TraesCS4B02G214200
BTB/POZ substrate adaptor component activities,TraesCS4D02G214900
BTB/POZ substrate adaptor component activities,TraesCS4A02G428700
BTB/POZ substrate adaptor component activities,TraesCS3A02G451000
BTB/POZ substrate adaptor component activities,TraesCS3B02G488400
BTB/POZ substrate adaptor component activities,TraesCS3D02G443900
BTB/POZ substrate adaptor component activities,TraesCS2B02G413600
BTB/POZ substrate adaptor component activities,TraesCS4A02G349300
BTB/POZ substrate adaptor component activities,TraesCS1A02G249400
BTB/POZ substrate adaptor component activities,TraesCS1B02G260100
BTB/POZ substrate adaptor component activities,TraesCS1D02G248900
BTB/POZ substrate adaptor component activities,TraesCS4A02G032800
BTB/POZ substrate adaptor component activities,TraesCS4B02G272500
BTB/POZ substrate adaptor component activities,TraesCS4D02G271600
BTB/POZ substrate adaptor component activities,TraesCS1A02G380600
BTB/POZ substrate adaptor component activities,TraesCS1B02G402800
BTB/POZ substrate adaptor component activities,TraesCS2A02G356200
BTB/POZ substrate adaptor component activities,TraesCS2B02G375500
BTB/POZ substrate adaptor component activities,TraesCS2D02G355100
BTB/POZ substrate adaptor component activities,TraesCS3A02G123900
BTB/POZ substrate adaptor component activities,TraesCS3B02G143900
BTB/POZ substrate adaptor component activities,TraesCS3D02G125500
BTB/POZ substrate adaptor component activities,TraesCS2A02G190500
BTB/POZ substrate adaptor component activities,TraesCS2B02G216500
BTB/POZ substrate adaptor component activities,TraesCS2D02G197400
BTB/POZ substrate adaptor component activities,TraesCS2A02G213700
BTB/POZ substrate adaptor component activities,TraesCS2B02G238600
BTB/POZ substrate adaptor component activities,TraesCS2D02G219600
DCAF substrate adaptor component activities,TraesCS1A02G146200
DCAF substrate adaptor component activities,TraesCS1B02G164300
DCAF substrate adaptor component activities,TraesCS1D02G144700
DCAF substrate adaptor component activities,TraesCS1A02G204200
DCAF substrate adaptor component activities,TraesCS1B02G217800
DCAF substrate adaptor component activities,TraesCS1D02G207500
DCAF substrate adaptor component activities,TraesCS4A02G106900
DCAF substrate adaptor component activities,TraesCS4B02G197400
DCAF substrate adaptor component activities,TraesCS4D02G197900
DCAF substrate adaptor component activities,TraesCS4A02G002000
DCAF substrate adaptor component activities,TraesCS4B02G303100
DCAF substrate adaptor component activities,TraesCS4D02G301600
DCAF substrate adaptor component activities,TraesCS2A02G566600
DCAF substrate adaptor component activities,TraesCS2B02G630100
DCAF substrate adaptor component activities,TraesCS2D02G576800
DCAF substrate adaptor component activities,TraesCS2A02G161400
DCAF substrate adaptor component activities,TraesCS2B02G187400
DCAF substrate adaptor component activities,TraesCS2D02G168500
DCAF substrate adaptor component activities,TraesCS4A02G093000
DCAF substrate adaptor component activities,TraesCS4B02G211500
DCAF substrate adaptor component activities,TraesCS4D02G212100
DCAF substrate adaptor component activities,TraesCS1A02G091700
DCAF substrate adaptor component activities,TraesCS2A02G412800
DCAF substrate adaptor component activities,TraesCS2B02G431400
DCAF substrate adaptor component activities,TraesCS2D02G410100
DCAF substrate adaptor component activities,TraesCS3D02G252500
DCAF substrate adaptor component activities,TraesCS4A02G120400
DCAF substrate adaptor component activities,TraesCS4D02G185600
DCAF substrate adaptor component activities,TraesCS3A02G201200
DCAF substrate adaptor component activities,TraesCS3B02G224700
DCAF substrate adaptor component activities,TraesCS3D02G203900
DCAF substrate adaptor component activities,TraesCS2A02G061500
DCAF substrate adaptor component activities,TraesCS2B02G074700
DCAF substrate adaptor component activities,TraesCS2D02G060600
DCAF substrate adaptor component activities,TraesCS4A02G187400
DCAF substrate adaptor component activities,TraesCS4B02G131200
DCAF substrate adaptor component activities,TraesCS4D02G126000
DCAF substrate adaptor component activities,TraesCS3A02G047800
DCAF substrate adaptor component activities,TraesCS3B02G034400
DCAF substrate adaptor component activities,TraesCS3D02G031900
DCAF substrate adaptor component activities,TraesCS4A02G276500
DCAF substrate adaptor component activities,TraesCS4B02G037200
DCAF substrate adaptor component activities,TraesCS4D02G034500
DCAF substrate adaptor component activities,TraesCS1A02G065300
DCAF substrate adaptor component activities,TraesCS1A02G086800
DCAF substrate adaptor component activities,TraesCS1A02G255000
DCAF substrate adaptor component activities,TraesCS1B02G083400
DCAF substrate adaptor component activities,TraesCS1B02G105200
DCAF substrate adaptor component activities,TraesCS1B02G263400
DCAF substrate adaptor component activities,TraesCS1D02G066000
DCAF substrate adaptor component activities,TraesCS1D02G088200
DCAF substrate adaptor component activities,TraesCS1D02G254400
DCAF substrate adaptor component activities,TraesCS1D02G417600
DCAF substrate adaptor component activities,TraesCS3A02G284700
DCAF substrate adaptor component activities,TraesCS3B02G318600
DCAF substrate adaptor component activities,TraesCS3D02G284500
DCAF substrate adaptor component activities,TraesCS2A02G187000
DCAF substrate adaptor component activities,TraesCS2B02G220200
DCAF substrate adaptor component activities,TraesCS2D02G200900
DCAF substrate adaptor component activities,TraesCS3A02G194600
DCAF substrate adaptor component activities,TraesCS3B02G231100
DCAF substrate adaptor component activities,TraesCS4A02G125100
DCAF substrate adaptor component activities,TraesCS4D02G180900
DCAF substrate adaptor component activities,TraesCS4B02G318500
DCAF substrate adaptor component activities,TraesCS4D02G314900
deubiquitinase *(UBP1-2),TraesCS1A02G432100
deubiquitinase *(UBP1-2),TraesCS1A02G432600
deubiquitinase *(UBP1-2),TraesCS1B02G468200
deubiquitinase *(UBP1-2),TraesCS1D02G297900
deubiquitinase *(UBP1-2),TraesCS1D02G441600
deubiquitinase *(UBP1-2),TraesCS1D02G441900
deubiquitinase *(UBP3-4),TraesCS2A02G340100
deubiquitinase *(UBP3-4),TraesCS4A02G406600
deubiquitinase *(UBP3-4),TraesCS4B02G306100
deubiquitinase *(UBP3-4),TraesCS4D02G304300
deubiquitinase *(UBP5/8-11),TraesCS1A02G137800
deubiquitinase *(UBP5/8-11),TraesCS1B02G149400
deubiquitinase *(UBP5/8-11),TraesCS1D02G132600
deubiquitinase *(UBP5/8-11),TraesCS2A02G248500
deubiquitinase *(UBP5/8-11),TraesCS2B02G268700
deubiquitinase *(UBP5/8-11),TraesCS2D02G250200
deubiquitinase *(UBP5/8-11),TraesCS4A02G139900
deubiquitinase *(UBP5/8-11),TraesCS4B02G148000
deubiquitinase *(UBP5/8-11),TraesCS4D02G153200
deubiquitinase *(UBP6-7),TraesCS3A02G201000
deubiquitinase *(UBP6-7),TraesCS3B02G226300
deubiquitinase *(UBP6-7),TraesCS3D02G202800
deubiquitinase *(UBP24),TraesCS2A02G127200
deubiquitinase *(UBP24),TraesCS2B02G149000
deubiquitinase *(UBP24),TraesCS2D02G129600
deubiquitinase *(UBP26),TraesCS4A02G038800
deubiquitinase *(UBP26),TraesCS4B02G267000
deubiquitinase *(UBP26),TraesCS4D02G266600
deubiquitinase *(UBP27),TraesCS2A02G302200
deubiquitinase *(UBP27),TraesCS2B02G318000
deubiquitinase *(UBP27),TraesCS2D02G300900
deubiquitinase *(OTU3-4),TraesCS3A02G394700
deubiquitinase *(OTU3-4),TraesCS3B02G426700
deubiquitinase *(OTU3-4),TraesCS3D02G388500
deubiquitinase *(OTU3-4),TraesCS4A02G091800
deubiquitinase *(OTU3-4),TraesCS4B02G212700
deubiquitinase *(OTU3-4),TraesCS4D02G213700
deubiquitinase *(OTU6-12),TraesCS2A02G290200
deubiquitinase *(OTU6-12),TraesCS2A02G295900
deubiquitinase *(OTU6-12),TraesCS2A02G545500
deubiquitinase *(OTU6-12),TraesCS2B02G306700
deubiquitinase *(OTU6-12),TraesCS2B02G312300
deubiquitinase *(OTU6-12),TraesCS2B02G573400
deubiquitinase *(OTU6-12),TraesCS2B02G576000
deubiquitinase *(OTU6-12),TraesCS2D02G288100
deubiquitinase *(OTU6-12),TraesCS2D02G293800
deubiquitinase *(OTU6-12),TraesCS2D02G546400
deubiquitinase *(OTU6-12),TraesCS4A02G315200
deubiquitinase *(OTU6-12),TraesCS4B02G366200
ubiquitin carboxyl-terminal hydrolase *(UCH3),TraesCS2A02G393000
ubiquitin carboxyl-terminal hydrolase *(UCH3),TraesCS2B02G411100
ubiquitin carboxyl-terminal hydrolase *(UCH3),TraesCS2D02G391100
ubiquitin carboxyl-terminal hydrolase *(UCH3),TraesCS2D02G539700
deubiquitinase *(PICI1),TraesCS1A02G184300
deubiquitinase *(PICI1),TraesCS1B02G205700
deubiquitinase *(PICI1),TraesCS1D02G192400
deubiquitinase,TraesCS1A02G151600
deubiquitinase,TraesCS1B02G169200
deubiquitinase,TraesCS1D02G148600
deubiquitinase,TraesCS2A02G416700
deubiquitinase,TraesCS2B02G435700
deubiquitinase,TraesCS2D02G413700
deubiquitinase,TraesCS4A02G040500
deubiquitinase,TraesCS4B02G261700
deubiquitinase,TraesCS4B02G376300
deubiquitinase,TraesCS4D02G261500
component *(CSN1),TraesCS1A02G188800
component *(CSN1),TraesCS1B02G196500
component *(CSN1),TraesCS1D02G187600
component *(CSN1),TraesCS4B02G356500
component *(CSN1),TraesCS4D02G350200
component *(CSN2),TraesCS3A02G191800
component *(CSN2),TraesCS3B02G219800
component *(CSN2),TraesCS3D02G194400
component *(CSN4),TraesCS4A02G041600
component *(CSN4),TraesCS4B02G262600
component *(CSN4),TraesCS4D02G262700
component *(CSN5),TraesCS2A02G504600
component *(CSN5),TraesCS2D02G505300
component *(CSN7),TraesCS2A02G228300
component *(CSN7),TraesCS2B02G253600
component *(CSN7),TraesCS2D02G239100
component *(CSN8),TraesCS2A02G301900
component *(CSN8),TraesCS2D02G300400
E3 ubiquitin ligase component *(HRD1),TraesCS1A02G133300
E3 ubiquitin ligase component *(HRD1),TraesCS3A02G179300
E3 ubiquitin ligase component *(HRD1),TraesCS3D02G184200
adaptor protein component *(HRD3),TraesCS4A02G085700
adaptor protein component *(HRD3),TraesCS4B02G218500
adaptor protein component *(HRD3),TraesCS4D02G218800
substrate-to-CDC48 bridging factor *(PUX1),TraesCS2A02G320500
substrate-to-CDC48 bridging factor *(PUX1),TraesCS2B02G362600
substrate-to-CDC48 bridging factor *(PUX1),TraesCS2D02G342700
membrane protein retrotranslocase *(DFM1),TraesCS1A02G123000
membrane protein retrotranslocase *(DFM1),TraesCS1B02G142200
membrane protein retrotranslocase *(DFM1),TraesCS1D02G123900
membrane protein retrotranslocase *(DFM1),TraesCS4A02G326100
ubiquitin-binding adaptor *(UFD3),TraesCS2A02G266700
ubiquitin-binding adaptor *(UFD3),TraesCS2B02G275700
ubiquitin-binding adaptor *(UFD3),TraesCS2D02G257400
deglycosylating peptide:N-glycanase *(PNG1),TraesCS2A02G230700
deglycosylating peptide:N-glycanase *(PNG1),TraesCS2B02G252200
deglycosylating peptide:N-glycanase *(PNG1),TraesCS2D02G234100
ubiquitin-proteasome shuttle factor *(DSK2),TraesCS1A02G203000
ubiquitin-proteasome shuttle factor *(DSK2),TraesCS1B02G217000
ubiquitin-proteasome shuttle factor *(DSK2),TraesCS1D02G206500
ubiquitin-proteasome shuttle factor *(DSK2),TraesCS4B02G325900
ubiquitin-proteasome shuttle factor *(DSK2),TraesCS4D02G322800
ubiquitin-proteasome shuttle factor *(NUB1),TraesCS2A02G518400
ubiquitin-proteasome shuttle factor *(NUB1),TraesCS2B02G546800
ubiquitin-proteasome shuttle factor *(NUB1),TraesCS2D02G519800
alpha-type-1 component *(PAA),TraesCS2A02G170100
alpha-type-1 component *(PAA),TraesCS2D02G177600
alpha-type-1 component *(PAA),TraesCS4A02G008300
alpha-type-1 component *(PAA),TraesCS4D02G295500
alpha-type-2 component *(PAB),TraesCS2A02G189400
alpha-type-2 component *(PAB),TraesCS2B02G217800
alpha-type-2 component *(PAB),TraesCS2D02G198400
alpha-type-2 component *(PAB),TraesCS3A02G285600
alpha-type-2 component *(PAB),TraesCS3B02G319500
alpha-type-2 component *(PAB),TraesCS3D02G285400
alpha-type-5 component *(PAE),TraesCS4A02G167300
alpha-type-5 component *(PAE),TraesCS4B02G151700
alpha-type-5 component *(PAE),TraesCS4D02G157700
alpha-type-7 component *(PAG),TraesCS1A02G308400
alpha-type-7 component *(PAG),TraesCS1B02G319100
alpha-type-7 component *(PAG),TraesCS1D02G307800
beta-type-1 component *(PBA),TraesCS1A02G413900
beta-type-1 component *(PBA),TraesCS1B02G443900
beta-type-1 component *(PBA),TraesCS1D02G421300
beta-type-1 component *(PBA),TraesCS4A02G381500
beta-type-2 component *(PBB),TraesCS1A02G122700
beta-type-2 component *(PBB),TraesCS1B02G141900
beta-type-2 component *(PBB),TraesCS1D02G123600
beta-type-4 component *(PBD),TraesCS4A02G277700
beta-type-4 component *(PBD),TraesCS4B02G035400
beta-type-4 component *(PBD),TraesCS4D02G033400
beta-type-7 component *(PBG),TraesCS4B02G099100
beta-type-7 component *(PBG),TraesCS4D02G095100
PAC1-PAC2 assembly chaperone dimer,TraesCS3A02G143400
PAC1-PAC2 assembly chaperone dimer,TraesCS3B02G161700
PAC1-PAC2 assembly chaperone dimer,TraesCS3D02G144200
assembly factor *(UMP1),TraesCS4A02G037700
assembly factor *(UMP1),TraesCS4B02G321100
assembly factor *(UMP1),TraesCS4D02G317600
regulatory component *(RPT2),TraesCS2A02G090000
regulatory component *(RPT2),TraesCS2B02G105700
regulatory component *(RPT2),TraesCS2D02G087900
regulatory component *(RPT2),TraesCS4A02G115000
regulatory component *(RPT2),TraesCS4B02G189200
regulatory component *(RPT2),TraesCS4D02G190600
regulatory component *(RPT3),TraesCS2A02G086400
regulatory component *(RPT3),TraesCS2A02G475900
regulatory component *(RPT3),TraesCS2B02G100400
regulatory component *(RPT3),TraesCS2B02G499600
regulatory component *(RPT3),TraesCS2D02G083900
regulatory component *(RPT3),TraesCS2D02G476000
regulatory component *(RPT5),TraesCS3A02G421900
regulatory component *(RPT5),TraesCS3B02G457100
regulatory component *(RPT5),TraesCS3D02G417000
regulatory component *(RPN2),TraesCS1A02G348400
regulatory component *(RPN2),TraesCS1B02G363000
regulatory component *(RPN2),TraesCS1D02G351400
regulatory component *(RPN2),TraesCS2A02G430100
regulatory component *(RPN2),TraesCS2B02G450800
regulatory component *(RPN2),TraesCS2D02G427700
regulatory component *(RPN10),TraesCS4A02G071300
regulatory component *(RPN10),TraesCS4B02G227200
regulatory component *(RPN10),TraesCS4D02G227900
regulatory component *(RPN13),TraesCS1A02G260100
regulatory component *(RPN13),TraesCS1B02G270600
regulatory component *(RPN13),TraesCS1D02G260000
regulatory component *(RPN3),TraesCS4A02G044600
regulatory component *(RPN3),TraesCS4B02G265700
regulatory component *(RPN3),TraesCS4B02G265800
regulatory component *(RPN3),TraesCS4D02G265700
regulatory component *(RPN5),TraesCS4A02G329600
regulatory component *(RPN6),TraesCS2A02G257000
regulatory component *(RPN6),TraesCS2B02G285600
regulatory component *(RPN6),TraesCS2B02G329100
regulatory component *(RPN6),TraesCS2D02G265800
regulatory component *(RPN6),TraesCS2D02G310600
regulatory component *(RPN6),TraesCS4B02G355700
regulatory component *(RPN6),TraesCS4D02G349100
regulatory component *(RPN7),TraesCS2A02G320800
regulatory component *(RPN7),TraesCS2B02G361900
regulatory component *(RPN7),TraesCS2D02G341500
regulatory component *(RPN8),TraesCS2A02G495800
regulatory component *(RPN8),TraesCS2B02G524100
regulatory component *(RPN8),TraesCS2D02G496100
regulatory component *(RPN9),TraesCS1A02G196300
regulatory component *(RPN9),TraesCS1B02G210900
regulatory component *(RPN9),TraesCS1B02G327800
regulatory component *(RPN9),TraesCS1D02G199700
regulatory component *(RPN11),TraesCS1A02G237100
regulatory component *(RPN11),TraesCS1D02G235300
regulatory component *(RPN11),TraesCS3A02G183700
regulatory component *(RPN11),TraesCS3B02G213500
regulatory component *(RPN11),TraesCS3D02G187900
regulatory component *(RPN12),TraesCS2A02G426100
regulatory component *(RPN12),TraesCS2B02G446400
regulatory component *(RPN12),TraesCS2D02G424200
regulatory component *(RPN12),TraesCS3B02G441400
regulatory component *(RPN12),TraesCS4A02G422100
regulatory component *(RPN12),TraesCS4B02G049700
regulatory component *(RPN12),TraesCS4D02G050100
component *(ATG9),TraesCS4A02G079800
component *(ATG9),TraesCS4B02G224200
component *(ATG9),TraesCS4D02G224800
component *(ATG18),TraesCS1A02G112700
component *(ATG18),TraesCS1A02G254200
component *(ATG18),TraesCS1B02G132900
component *(ATG18),TraesCS1B02G264000
component *(ATG18),TraesCS1D02G114300
component *(ATG18),TraesCS1D02G253700
component *(ATG18),TraesCS2A02G115200
component *(ATG18),TraesCS2B02G134400
component *(ATG18),TraesCS2B02G134500
component *(ATG18),TraesCS2B02G134900
component *(ATG18),TraesCS2D02G116100
component *(ATG18),TraesCS2D02G119500
component *(ATG18),TraesCS3A02G095300
component *(ATG18),TraesCS3A02G324900
component *(ATG18),TraesCS3A02G453200
component *(ATG18),TraesCS3B02G110900
component *(ATG18),TraesCS3B02G353900
component *(ATG18),TraesCS3B02G490900
component *(ATG18),TraesCS3D02G095500
component *(ATG18),TraesCS3D02G318200
component *(ATG18),TraesCS4B02G179000
aminopeptidase *(APM1),TraesCS1D02G442200
aminopeptidase *(APM1),TraesCS4A02G294100
aminopeptidase *(APM1),TraesCS4B02G020000
aminopeptidase *(APM1),TraesCS4D02G017700
aminopeptidase *(APP),TraesCS1A02G158800
aminopeptidase *(APP),TraesCS1B02G175400
aminopeptidase *(APP),TraesCS1D02G156100
aminopeptidase *(APP),TraesCS4A02G143700
aminopeptidase *(APP),TraesCS4B02G152400
aminopeptidase *(APP),TraesCS4D02G162600
methionyl aminopeptidase *(MAP2),TraesCS3B02G589000
methionyl aminopeptidase *(MAP2),TraesCS3B02G589600
i-AAA protease activities,TraesCS1A02G442500
i-AAA protease activities,TraesCS1B02G476600
i-AAA protease activities,TraesCS1D02G450300
i-AAA protease activities,TraesCS3A02G205300
i-AAA protease activities,TraesCS3A02G222300
i-AAA protease activities,TraesCS3B02G237400
i-AAA protease activities,TraesCS3B02G252900
i-AAA protease activities,TraesCS3D02G210100
i-AAA protease activities,TraesCS3D02G230100
i-AAA protease activities,TraesCS4A02G348600
i-AAA protease activities,TraesCS4A02G348700
i-AAA protease activities,TraesCS4A02G348800
i-AAA protease activities,TraesCS4A02G349000
i-AAA protease activities,TraesCS4A02G349100
i-AAA protease activities,TraesCS4A02G349200
i-AAA protease activities,TraesCS4A02G424500
m-AAA protease heterodimers,TraesCS1A02G283800
m-AAA protease heterodimers,TraesCS1B02G293000
m-AAA protease heterodimers,TraesCS1D02G282900
m-AAA protease heterodimers,TraesCS3A02G360800
m-AAA protease heterodimers,TraesCS3B02G393200
m-AAA protease heterodimers,TraesCS3D02G354500
m-AAA protease heterodimers,TraesCS2A02G337100
m-AAA protease heterodimers,TraesCS2B02G344800
m-AAA protease heterodimers,TraesCS2D02G325800
glucuronosyltransferase *(GUX),TraesCS1A02G266600
glucuronosyltransferase *(GUX),TraesCS1B02G277500
glucuronosyltransferase *(GUX),TraesCS1D02G266700
glucuronosyltransferase *(GUX),TraesCS3A02G381300
glucuronosyltransferase *(GUX),TraesCS3A02G409200
glucuronosyltransferase *(GUX),TraesCS3B02G414000
glucuronosyltransferase *(GUX),TraesCS3B02G442700
glucuronosyltransferase *(GUX),TraesCS3D02G374500
glucuronosyltransferase *(GUX),TraesCS3D02G404100
glucuronosyltransferase *(GUX),TraesCS4A02G004100
glucuronosyltransferase *(GUX),TraesCS4B02G301200
glucuronosyltransferase *(GUX),TraesCS4D02G299500
glucuronoxylan glucuronosyltransferase *(IRX7),TraesCS1A02G206400
glucuronoxylan glucuronosyltransferase *(IRX7),TraesCS1B02G220000
glucuronoxylan glucuronosyltransferase *(IRX7),TraesCS1D02G209700
glucuronoxylan glucuronosyltransferase *(IRX7),TraesCS4B02G380300
xylosyltransferase *(IRX9),TraesCS1A02G064000
xylosyltransferase *(IRX9),TraesCS1A02G391000
xylosyltransferase *(IRX9),TraesCS1B02G081900
xylosyltransferase *(IRX9),TraesCS1B02G419100
xylosyltransferase *(IRX9),TraesCS1D02G064500
xylosyltransferase *(IRX9),TraesCS1D02G399000
xylosyltransferase *(IRX9),TraesCS2A02G040300
xylosyltransferase *(IRX9),TraesCS2A02G082500
xylosyltransferase *(IRX9),TraesCS2A02G082600
xylosyltransferase *(IRX9),TraesCS2B02G096700
xylosyltransferase *(IRX9),TraesCS2B02G096800
xylosyltransferase *(IRX9),TraesCS2D02G038900
xylosyltransferase *(IRX9),TraesCS2D02G080400
xylosyltransferase *(IRX9),TraesCS2D02G080500
xylosyltransferase *(IRX9),TraesCS3A02G270100
xylosyltransferase *(IRX9),TraesCS3A02G309600
xylosyltransferase *(IRX9),TraesCS3B02G152600
xylosyltransferase *(IRX9),TraesCS3B02G304000
xylosyltransferase *(IRX9),TraesCS3D02G135300
xylosyltransferase *(IRX9),TraesCS3D02G269800
xylosyltransferase *(IRX9),TraesCS4A02G107400
xylosyltransferase *(IRX9),TraesCS4B02G197000
xylosyltransferase *(IRX9),TraesCS4D02G197300
xylosyltransferase *(IRX10),TraesCS2A02G288300
xylosyltransferase *(IRX10),TraesCS2B02G305100
xylosyltransferase *(IRX10),TraesCS2D02G286600
xylosyltransferase *(IRX10),TraesCS3A02G439900
xylosyltransferase *(IRX10),TraesCS3A02G440100
xylosyltransferase *(IRX10),TraesCS3A02G440800
xylosyltransferase *(IRX10),TraesCS3B02G474000
xylosyltransferase *(IRX10),TraesCS3B02G474200
xylosyltransferase *(IRX10),TraesCS3B02G474900
xylosyltransferase *(IRX10),TraesCS3D02G432700
xylosyltransferase *(IRX10),TraesCS3D02G432900
xylosyltransferase *(IRX10),TraesCS3D02G433400
xylosyltransferase *(IRX14),TraesCS2B02G539600
xylosyltransferase *(IRX14),TraesCS2D02G512800
"xylan beta-1,2-xylosyltransferase",TraesCS2A02G480900
"xylan beta-1,2-xylosyltransferase",TraesCS2B02G506600
"xylan beta-1,2-xylosyltransferase",TraesCS2D02G481000
"xylan beta-1,2-xylosyltransferase",TraesCS3A02G030700
"xylan beta-1,2-xylosyltransferase",TraesCS3B02G023900
"xylan beta-1,2-xylosyltransferase",TraesCS3B02G032000
"xylan beta-1,2-xylosyltransferase",TraesCS3D02G024800
"xylan beta-1,2-xylosyltransferase",TraesCS3D02G028900
mannan synthase *(CSLA),TraesCS1A02G010500
mannan synthase *(CSLA),TraesCS2A02G157200
mannan synthase *(CSLA),TraesCS2A02G530900
mannan synthase *(CSLA),TraesCS2B02G560100
mannan synthase *(CSLA),TraesCS2D02G532800
mannan synthase *(CSLA),TraesCS3A02G019200
mannan synthase *(CSLA),TraesCS3A02G496400
mannan synthase *(CSLA),TraesCS3B02G054500
mannan synthase *(CSLA),TraesCS3B02G540800
mannan synthase *(CSLA),TraesCS3B02G558400
mannan synthase *(CSLA),TraesCS3D02G015000
mannan synthase *(CSLA),TraesCS3D02G027600
mannan synthase *(CSLA),TraesCS3D02G485600
mannan synthase *(CSLA),TraesCS3D02G504200
mannan synthase *(CSLD),TraesCS1A02G196100
mannan synthase *(CSLD),TraesCS1B02G210700
mannan synthase *(CSLD),TraesCS1D02G199500
mannan synthase *(CSLD),TraesCS2A02G122600
mannan synthase *(CSLD),TraesCS2B02G144900
mannan synthase *(CSLD),TraesCS2D02G126100
mannan synthase *(CSLD),TraesCS4A02G456300
component *(GAUT1),TraesCS4A02G283700
component *(GAUT1),TraesCS4B02G029400
component *(GAUT1),TraesCS4D02G026900
component *(GAUT7),TraesCS2A02G103200
component *(GAUT7),TraesCS2B02G120200
component *(GAUT7),TraesCS4A02G131800
component *(GAUT7),TraesCS4B02G172800
component *(GAUT7),TraesCS4D02G174800
beta-galactosidase *(BGAL1),TraesCS3A02G208600
beta-galactosidase *(BGAL1),TraesCS3B02G235100
beta-galactosidase *(BGAL1),TraesCS4B02G280900
beta-galactosidase *(BGAL1),TraesCS4D02G279400
beta-galactosidase *(BGAL8),TraesCS4A02G083700
beta-galactosidase *(BGAL8),TraesCS4B02G220500
beta-galactosidase *(BGAL8),TraesCS4D02G220800
beta-galactosidase *(BGAL7),TraesCS1A02G024100
beta-galactosidase *(BGAL7),TraesCS1B02G030400
beta-galactosidase *(BGAL7),TraesCS1D02G024200
beta-galactosidase *(BGAL17),TraesCS1B02G375300
beta-galactosidase *(BGAL17),TraesCS1D02G363700
beta-galactosidase *(MUM2),TraesCS1A02G267700
beta-galactosidase *(MUM2),TraesCS1B02G278400
beta-galactosidase *(MUM2),TraesCS1D02G267600
beta-galactosidase *(MUM2),TraesCS3A02G386100
beta-galactosidase *(MUM2),TraesCS3B02G418200
beta-galactosidase *(MUM2),TraesCS3D02G379100
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(ASD),TraesCS2A02G098400
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(ASD),TraesCS2B02G114500
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(ASD),TraesCS2D02G097800
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(ASD),TraesCS4A02G127000
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(ASD),TraesCS4A02G186500
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(ASD),TraesCS4A02G188300
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(ASD),TraesCS4B02G127600
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(ASD),TraesCS4B02G132300
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(ASD),TraesCS4B02G177900
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(ASD),TraesCS4D02G125100
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(ASD),TraesCS4D02G127100
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(ASD),TraesCS4D02G179500
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS2A02G372400
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS2A02G523300
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS2B02G389400
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS2B02G553100
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS2D02G368600
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS2D02G525300
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS3B02G531300
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS3D02G479300
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4A02G052200
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4A02G170900
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4A02G173100
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4A02G240900
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4A02G288700
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4B02G026100
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4B02G074100
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4B02G127100
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4B02G143900
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4B02G252100
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4D02G023500
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4D02G072800
